a,b,c,x_dist,x_mu,x_sigma,z_discrete,z_discrete_dist,z_n,e_dist,e_df,e_sigma,n,model,statistics,pvalue,effect_size,answer
2.888980387710035,0.7383459764532745,0.2610794831998646,normal,0,0.3,TRUE,discrete_uniform,8,normal,NA,2,100,higher order,7.519247986994503,2.7125167234510557e-5,0.6526183904447145,TRUE
-1.7049710350111127,-1.141350990626961,0.06187715195119381,uniform,0,0.6,FALSE,discrete_uniform,7,normal,NA,0.5,50,higher order,188.25284091387377,1.1994251351325683e-26,7.687794484672719,TRUE
2.2830132013186812,0.4412701344117522,1.0191249391064048,normal,0,0.3,TRUE,discrete_uniform,5,normal,NA,0.5,50,higher order,16.779517645203025,2.33866861612464e-8,9.880980136542876,TRUE
-0.5581410122103989,-0.050992232747375965,0.2888802927918732,neglognormal,0,0.6,FALSE,discrete_uniform,9,normal,NA,1,50,higher order,1.951214571956464,0.11922640650906358,0.18530462571233752,FALSE
0.22960075875744224,0.6179464277811348,1.4931029649451375,lognormal,0,0.6,FALSE,discrete_uniform,8,normal,NA,0.5,100,higher order,7.790580713457235,1.8481066421192102e-5,0.23947154080862576,TRUE
0.0958155607804656,0.1408223658800125,0.19136219657957554,uniform,0,0.6,TRUE,discrete_uniform,4,normal,NA,0.25,50,higher order,6.030390840486726,6.065640632951485e-4,0.1470643946730676,FALSE
2.8372149216011167,1.9875514134764671,1.765267627313733,uniform,0,0.6,TRUE,discrete_uniform,3,normal,NA,0.25,50,higher order,2809.678164385901,2.9442793750769225e-50,199.22184303586437,TRUE
-1.6133491317741573,0.2957568895071745,1.9528240039944649,neglognormal,0,0.6,TRUE,discrete_uniform,3,normal,NA,0.25,50,higher order,186.5648668997367,4.934516632627703e-25,17.564814852745393,TRUE
-0.08342427341267467,2.0485458998009562,1.0445667742751539,uniform,0,0.6,TRUE,discrete_uniform,10,normal,NA,0.5,50,higher order,11.039863126751019,3.0067805578132662e-6,5.742489401483925,FALSE
0.859285777900368,2.6273448849096894,0.8950703558512032,neglognormal,0,0.6,TRUE,discrete_uniform,8,normal,NA,1,300,higher order,19.637031409210305,2.4754673444144684e-14,6.110190364139695,FALSE
1.1077925898134708,-0.23383304430171847,1.2167537324130535,normal,0,0.3,FALSE,discrete_uniform,5,normal,NA,0.25,50,higher order,50.16827811958723,1.189018726786092e-15,4.1611259604749256,TRUE
1.2818368314765394,0.24483872344717383,0.6725878152064979,uniform,0,0.6,TRUE,discrete_uniform,3,normal,NA,0.5,100,higher order,56.715867601461504,5.118327746945054e-21,5.438393201112549,TRUE
2.089893185533583,-1.9584360695444047,0.7848439826630056,uniform,0,0.6,TRUE,discrete_uniform,7,normal,NA,2,50,higher order,10.619353954114267,4.491267341666991e-6,0.7059507115971059,TRUE
-2.575536340009421,2.7874289844185114,1.7588088000193238,normal,0,0.3,FALSE,discrete_uniform,6,normal,NA,0.25,50,higher order,2451.152583770309,4.105112353006639e-50,47.85532823885705,TRUE
-2.6077278912998736,-0.09025215357542038,1.6073035751469433,uniform,0,0.6,TRUE,discrete_uniform,8,normal,NA,0.5,100,higher order,160.65066445881658,7.159095864147769e-41,10.538025422119182,TRUE
-1.287501529790461,0.6584137044847012,1.533370187971741,normal,0,0.3,FALSE,discrete_uniform,6,normal,NA,1,300,higher order,59.706860592207235,7.859506846544008e-37,0.47271235325421307,TRUE
-0.9438891056925058,-0.4692007382400334,1.782926740590483,neglognormal,0,0.6,TRUE,discrete_uniform,7,normal,NA,1,50,higher order,4.457471805149872,0.004212022390531832,0.7551973883403463,TRUE
0.7843636949546635,-2.263411328662187,0.8525609555654228,lognormal,0,0.6,FALSE,discrete_uniform,3,normal,NA,1,300,higher order,16.18939292901083,5.431974011983461e-12,2.4331596162358733,TRUE
-2.202518207486719,2.943751018960029,1.6816471684724092,neglognormal,0,0.6,FALSE,discrete_uniform,3,normal,NA,0.25,300,higher order,13039.988904037347,0,46.43549871115801,TRUE
0.3301124149002135,-2.8964250362478197,0.7979068080894649,neglognormal,0,0.6,FALSE,discrete_uniform,7,normal,NA,1,100,higher order,6.1017541337588614,2.0975366201883116e-4,2.062560655290072,FALSE
1.814986833371222,1.367828386835754,0.5306762992404401,neglognormal,0,0.6,FALSE,discrete_uniform,3,normal,NA,1,100,higher order,15.473278293661252,9.767722488682604e-10,4.934389807472335,TRUE
