subject,lineup_id,order,a,b,n,x_dist,rep
80,418,16,-1,1,100,uniform,1
81,69,9,0,0,300,even_discrete,2
82,7,11,1,64,50,even_discrete,2
83,264,6,0,0,100,lognormal,1
84,154,7,0,16,50,even_discrete,1
85,448,13,0,64,300,lognormal,1
86,229,2,-1,64,50,uniform,3
87,186,7,-1,0.25,50,even_discrete,1
88,513,12,-1,16,50,even_discrete,2
89,572,10,-1,0.25,100,even_discrete,1
90,128,6,0,0,300,uniform,3
91,341,6,0,4,50,lognormal,3
92,438,6,1,4,100,even_discrete,1
93,69,11,0,0,300,even_discrete,2
94,485,4,1,4,300,uniform,3
95,392,2,0,16,50,lognormal,3
96,560,20,1,64,100,even_discrete,2
97,552,2,1,0.25,100,uniform,1
98,130,11,0,16,300,even_discrete,1
99,336,6,0,4,100,uniform,2
100,551,5,0,64,100,lognormal,3
101,107,1,0,0,300,normal,3
102,268,8,-1,1,50,even_discrete,2
103,248,17,0,1,300,normal,3
104,302,15,0,1,300,lognormal,2
105,147,7,0,0,300,uniform,2
106,506,20,1,1,50,uniform,1
107,230,18,-1,1,50,even_discrete,1
108,47,20,1,64,100,lognormal,1
109,539,1,1,16,300,normal,2
110,356,6,-1,16,100,normal,1
111,251,10,1,0.25,50,uniform,1
112,48,7,-1,0.25,100,uniform,2
113,171,18,-1,4,300,lognormal,2
114,564,3,1,64,50,uniform,1
115,353,15,1,16,100,even_discrete,3
116,190,4,1,0.25,300,lognormal,1
117,332,3,1,16,50,normal,3
118,440,19,1,64,300,lognormal,1
119,232,16,1,0.25,50,uniform,2
120,401,3,1,64,300,normal,3
121,92,3,1,4,300,normal,2
122,420,20,-1,64,50,lognormal,3
123,106,7,0,0,50,lognormal,1
124,272,3,1,0.25,100,lognormal,1
125,119,10,0,0,50,even_discrete,3
126,487,17,-1,64,100,even_discrete,2
127,250,14,-1,16,300,lognormal,1
128,317,8,0,1,300,uniform,2
129,196,1,0,16,50,uniform,1
130,474,3,0,0,50,normal,3
131,302,7,0,1,300,lognormal,2
132,476,15,1,1,300,lognormal,3
133,540,5,1,64,100,uniform,2
134,7,3,1,64,50,even_discrete,2
135,360,7,1,1,50,uniform,3
136,515,16,1,64,50,normal,1
137,542,20,-1,4,300,lognormal,3
138,477,4,0,4,100,lognormal,2
139,31,5,-1,16,300,lognormal,2
140,145,7,0,4,300,even_discrete,2
141,428,19,1,0.25,50,even_discrete,3
142,482,11,1,64,100,lognormal,2
143,230,11,-1,1,50,even_discrete,1
144,280,4,1,4,100,even_discrete,3
145,570,9,-1,16,50,normal,1
146,116,7,1,4,100,uniform,2
147,455,9,0,0,50,normal,1
148,457,1,1,16,100,uniform,3
149,143,7,1,1,100,lognormal,3
150,554,1,-1,1,300,lognormal,2
151,472,19,-1,0.25,50,lognormal,2
152,115,5,0,0.25,300,normal,1
153,183,2,0,0,50,lognormal,2
154,128,7,0,0,300,uniform,3
155,186,18,-1,0.25,50,even_discrete,1
156,516,9,1,64,100,even_discrete,3
157,549,20,0,0,300,uniform,1
158,191,18,1,1,50,normal,2
159,31,9,-1,16,300,lognormal,2
160,253,9,-1,0.25,50,even_discrete,2
1,478,17,0,0,100,even_discrete,2
2,483,10,0,0,50,lognormal,3
3,366,16,0,0,100,normal,1
4,571,14,0,0,300,even_discrete,3
5,249,10,0,0,300,lognormal,1
6,571,8,0,0,300,even_discrete,3
7,331,5,0,64,50,uniform,3
8,143,7,1,1,100,lognormal,3
9,571,4,0,0,300,even_discrete,3
10,11,20,0,0,100,normal,2
11,183,7,0,0,50,lognormal,2
12,69,8,0,0,300,even_discrete,2
13,510,1,-1,64,50,normal,2
14,183,17,0,0,50,lognormal,2
15,473,11,-1,4,100,even_discrete,3
16,264,20,0,0,100,lognormal,1
17,549,17,0,0,300,uniform,1
18,152,1,0,0,100,even_discrete,1
19,434,11,0,64,100,uniform,3
20,179,18,-1,0.25,300,uniform,1
21,70,16,1,16,300,even_discrete,3
22,298,5,-1,1,100,normal,1
23,35,19,1,0.25,300,normal,3
24,571,15,0,0,300,even_discrete,3
25,359,20,0,0,300,even_discrete,1
26,346,1,1,64,50,lognormal,1
27,164,4,1,64,50,normal,3
28,211,19,0,0,50,uniform,3
29,211,17,0,0,50,uniform,3
30,209,1,0,0,300,normal,1
31,401,19,1,64,300,normal,3
32,97,15,1,64,50,even_discrete,3
33,564,6,1,64,50,uniform,1
34,370,15,0,0,50,uniform,1
35,107,13,0,0,300,normal,3
36,554,12,-1,1,300,lognormal,2
37,123,8,0,0,100,lognormal,3
38,390,3,0,0,50,normal,2
39,11,3,0,0,100,normal,2
40,158,16,-1,4,50,even_discrete,2
41,295,13,0,0,50,even_discrete,2
42,247,19,0,0,50,even_discrete,1
43,172,19,0,0,100,uniform,3
44,142,14,-1,4,50,normal,3
45,187,6,1,4,100,lognormal,2
46,479,7,0,0,100,normal,3
47,265,19,0,0,100,uniform,2
48,106,6,0,0,50,lognormal,1
49,172,4,0,0,100,uniform,3
50,326,16,1,1,300,uniform,2
51,128,9,0,0,300,uniform,3
52,549,20,0,0,300,uniform,1
53,172,6,0,0,100,uniform,3
54,483,7,0,0,50,lognormal,3
55,107,2,0,0,300,normal,3
56,455,6,0,0,50,normal,1
57,451,16,-1,0.25,100,lognormal,1
58,152,5,0,0,100,even_discrete,1
59,152,11,0,0,100,even_discrete,1
60,440,18,1,64,300,lognormal,1
61,69,16,0,0,300,even_discrete,2
62,478,2,0,0,100,even_discrete,2
63,221,11,1,1,50,normal,1
64,441,18,0,0.25,50,lognormal,2
65,385,3,0,0.25,100,even_discrete,3
66,200,16,0,0,50,uniform,2
67,250,3,-1,16,300,lognormal,1
68,343,5,-1,16,50,uniform,2
69,390,10,0,0,50,normal,2
70,107,10,0,0,300,normal,3
71,504,15,0,64,100,even_discrete,2
72,553,10,0,16,300,uniform,2
73,569,16,-1,4,100,lognormal,1
74,114,14,0,0,100,even_discrete,3
75,166,3,-1,0.25,50,lognormal,3
76,138,15,0,0.25,300,even_discrete,2
77,249,6,0,0,300,lognormal,1
78,170,6,0,0,300,normal,2
79,309,3,-1,16,50,even_discrete,1
80,422,10,1,4,50,normal,2
81,198,15,1,0.25,50,even_discrete,1
82,130,8,0,16,300,even_discrete,1
83,317,16,0,1,300,uniform,2
84,549,20,0,0,300,uniform,1
85,68,9,1,1,100,normal,3
86,11,11,0,0,100,normal,2
87,366,16,0,0,100,normal,1
88,183,14,0,0,50,lognormal,2
89,515,3,1,64,50,normal,1
90,168,5,-1,64,300,normal,1
91,181,12,0,16,100,normal,1
92,117,12,-1,1,100,lognormal,2
93,187,15,1,4,100,lognormal,2
94,97,18,1,64,50,even_discrete,3
95,366,17,0,0,100,normal,1
96,404,14,1,4,50,normal,3
97,483,20,0,0,50,lognormal,3
98,308,13,1,0.25,300,normal,1
99,107,17,0,0,300,normal,3
100,209,10,0,0,300,normal,1
101,62,16,-1,4,300,uniform,2
102,455,11,0,0,50,normal,1
103,200,7,0,0,50,uniform,2
104,390,12,0,0,50,normal,2
105,515,6,1,64,50,normal,1
106,483,8,0,0,50,lognormal,3
107,61,13,0,1,300,uniform,3
108,163,16,0,1,50,lognormal,3
109,397,9,1,64,50,uniform,2
110,231,17,0,4,50,even_discrete,2
111,390,19,0,0,50,normal,2
112,119,20,0,0,50,even_discrete,3
113,264,5,0,0,100,lognormal,1
114,114,8,0,0,100,even_discrete,3
115,321,14,-1,1,50,lognormal,3
116,122,11,1,64,50,even_discrete,1
117,69,11,0,0,300,even_discrete,2
118,386,4,0,0,100,uniform,1
119,424,18,0,64,300,even_discrete,1
120,455,16,0,0,50,normal,1
121,262,9,0,0,300,lognormal,3
122,315,16,1,16,50,normal,1
123,312,11,0,4,100,normal,1
124,92,4,1,4,300,normal,2
125,208,3,0,16,300,lognormal,3
126,126,18,0,0.25,100,uniform,3
127,143,8,1,1,100,lognormal,3
128,390,6,0,0,50,normal,2
129,123,6,0,0,100,lognormal,3
130,308,14,1,0.25,300,normal,1
131,474,19,0,0,50,normal,3
132,237,5,0,0,100,lognormal,2
133,249,17,0,0,300,lognormal,1
134,147,20,0,0,300,uniform,2
135,247,18,0,0,50,even_discrete,1
136,147,15,0,0,300,uniform,2
137,549,13,0,0,300,uniform,1
138,247,2,0,0,50,even_discrete,1
139,478,2,0,0,100,even_discrete,2
140,560,6,1,64,100,even_discrete,2
141,474,20,0,0,50,normal,3
142,364,17,0,0.25,100,normal,3
143,370,9,0,0,50,uniform,1
144,476,20,1,1,300,lognormal,3
145,366,20,0,0,100,normal,1
146,106,14,0,0,50,lognormal,1
147,283,10,1,0.25,50,lognormal,1
148,483,10,0,0,50,lognormal,3
149,382,15,-1,16,100,normal,3
150,401,12,1,64,300,normal,3
151,488,20,0,4,100,normal,2
152,247,7,0,0,50,even_discrete,1
153,314,7,-1,1,100,even_discrete,1
154,75,9,-1,64,300,even_discrete,1
155,212,6,-1,64,300,lognormal,3
156,265,15,0,0,100,uniform,2
157,285,7,1,4,50,uniform,3
158,264,8,0,0,100,lognormal,1
159,359,16,0,0,300,even_discrete,1
160,500,1,1,64,300,uniform,2
1,156,5,0,16,300,lognormal,2
2,351,11,-1,16,100,even_discrete,1
3,500,9,1,64,300,uniform,2
4,238,5,-1,0.25,300,normal,2
5,217,17,1,4,50,normal,1
6,4,6,-1,4,50,uniform,3
7,352,3,1,64,300,even_discrete,1
8,35,4,1,0.25,300,normal,3
9,469,20,-1,0.25,50,normal,1
10,279,13,1,0.25,100,even_discrete,1
11,320,10,-1,0.25,100,lognormal,3
12,12,2,1,4,300,lognormal,3
13,287,19,1,64,100,uniform,3
14,215,10,-1,64,100,even_discrete,1
15,383,13,0,1,100,normal,2
16,158,3,-1,4,50,even_discrete,2
17,541,18,1,16,100,even_discrete,1
18,86,8,0,0.25,50,uniform,2
19,263,3,0,16,50,lognormal,2
20,315,20,1,16,50,normal,1
21,537,6,0,16,50,uniform,3
22,104,3,1,64,100,lognormal,3
23,142,3,-1,4,50,normal,3
24,198,17,1,0.25,50,even_discrete,1
25,411,16,-1,0.25,300,lognormal,1
26,504,7,0,64,100,even_discrete,2
27,182,1,0,1,300,lognormal,3
28,490,8,0,16,300,lognormal,1
29,536,1,1,16,50,lognormal,3
30,39,9,1,1,50,lognormal,2
31,555,15,0,64,50,lognormal,1
32,21,10,1,1,300,normal,3
33,373,12,1,1,100,even_discrete,2
34,492,3,-1,64,300,even_discrete,3
35,57,18,0,16,100,even_discrete,1
36,333,17,0,16,100,uniform,1
37,475,7,1,4,300,lognormal,2
38,241,10,1,16,100,normal,3
39,98,17,1,0.25,50,even_discrete,2
40,320,12,-1,0.25,100,lognormal,3
41,15,4,1,4,50,lognormal,2
42,330,13,-1,1,50,uniform,3
43,500,2,1,64,300,uniform,2
44,94,2,0,64,300,even_discrete,2
45,81,10,-1,4,300,normal,3
46,358,18,1,1,300,normal,2
47,328,1,0,0.25,300,even_discrete,1
48,523,4,-1,64,300,uniform,1
49,28,2,-1,4,50,lognormal,3
50,370,13,0,0,50,uniform,1
51,309,17,-1,16,50,even_discrete,1
52,78,3,1,1,50,lognormal,1
53,233,7,0,1,300,even_discrete,2
54,37,9,0,0.25,100,uniform,1
55,24,3,-1,16,50,normal,2
56,368,10,0,0.25,300,uniform,1
57,372,10,1,4,100,normal,1
58,442,8,-1,16,100,uniform,3
59,452,15,0,4,300,uniform,2
60,198,2,1,0.25,50,even_discrete,1
61,380,9,-1,1,100,normal,2
62,467,6,1,4,300,even_discrete,2
63,261,8,1,0.25,100,even_discrete,3
64,343,1,-1,16,50,uniform,2
65,30,5,-1,1,300,even_discrete,2
66,413,2,-1,4,50,normal,2
67,566,9,0,0.25,100,lognormal,2
68,289,13,-1,64,300,normal,3
69,287,16,1,64,100,uniform,3
70,481,16,1,16,50,even_discrete,1
71,73,4,1,0.25,50,lognormal,2
72,267,14,-1,4,100,even_discrete,2
73,277,6,0,16,100,even_discrete,3
74,98,19,1,0.25,50,even_discrete,2
75,129,6,-1,4,300,uniform,1
76,400,16,1,1,300,uniform,1
77,470,14,1,1,100,uniform,2
78,360,11,1,1,50,uniform,3
79,318,11,0,0.25,50,normal,3
80,91,8,-1,4,300,lognormal,1
81,514,13,0,0.25,100,lognormal,1
82,212,3,-1,64,300,lognormal,3
83,539,8,1,16,300,normal,2
84,399,16,1,64,100,uniform,1
85,230,15,-1,1,50,even_discrete,1
86,459,4,-1,16,100,even_discrete,3
87,278,11,1,1,50,normal,3
88,174,19,1,16,300,lognormal,1
89,414,12,-1,64,300,uniform,3
90,443,16,0,64,50,lognormal,3
91,116,7,1,4,100,uniform,2
92,369,3,-1,0.25,300,even_discrete,2
93,45,2,-1,16,300,uniform,1
94,142,20,-1,4,50,normal,3
95,351,5,-1,16,100,even_discrete,1
96,229,18,-1,64,50,uniform,3
97,393,6,-1,0.25,300,normal,3
98,253,6,-1,0.25,50,even_discrete,2
99,413,7,-1,4,50,normal,2
100,348,13,-1,64,50,normal,1
101,3,18,0,4,50,even_discrete,3
102,109,12,1,16,100,lognormal,2
103,481,5,1,16,50,even_discrete,1
104,23,6,1,1,100,uniform,1
105,514,11,0,0.25,100,lognormal,1
106,46,2,1,4,300,even_discrete,3
107,114,9,0,0,100,even_discrete,3
108,499,11,1,4,50,even_discrete,2
109,131,16,-1,16,50,lognormal,3
110,187,1,1,4,100,lognormal,2
111,344,6,-1,1,300,normal,3
112,332,17,1,16,50,normal,3
113,293,20,1,1,100,normal,1
114,417,1,1,4,100,lognormal,1
115,358,11,1,1,300,normal,2
116,255,14,-1,64,300,uniform,2
117,538,8,-1,64,300,lognormal,1
118,49,2,-1,1,100,even_discrete,3
119,507,1,1,1,100,even_discrete,3
120,323,14,-1,64,50,uniform,1
121,512,7,1,0.25,50,uniform,3
122,399,1,1,64,100,uniform,1
123,499,20,1,4,50,even_discrete,2
124,369,1,-1,0.25,300,even_discrete,2
125,257,13,1,16,50,uniform,3
126,308,9,1,0.25,300,normal,1
127,176,3,-1,0.25,100,normal,1
128,397,11,1,64,50,uniform,2
129,558,13,1,16,300,normal,1
130,56,16,0,4,100,even_discrete,2
131,429,17,1,1,100,even_discrete,1
132,285,18,1,4,50,uniform,3
133,298,4,-1,1,100,normal,1
134,146,16,-1,64,100,lognormal,2
135,49,9,-1,1,100,even_discrete,3
136,453,11,0,16,50,lognormal,1
137,505,1,1,4,50,uniform,2
138,411,9,-1,0.25,300,lognormal,1
139,111,17,1,16,100,normal,1
140,461,9,-1,0.25,100,normal,2
141,109,15,1,16,100,lognormal,2
142,240,3,0,64,50,uniform,2
143,18,17,-1,4,100,lognormal,2
144,242,14,-1,4,50,lognormal,1
145,540,1,1,64,100,uniform,2
146,368,1,0,0.25,300,uniform,1
147,55,1,1,4,100,normal,3
148,289,4,-1,64,300,normal,3
149,387,17,0,1,50,uniform,3
150,83,5,1,1,50,uniform,2
151,155,13,-1,64,100,uniform,2
152,261,16,1,0.25,100,even_discrete,3
153,42,6,1,0.25,50,normal,2
154,398,11,0,0.25,100,normal,2
155,370,4,0,0,50,uniform,1
156,423,8,0,64,300,lognormal,2
157,403,12,0,64,100,normal,3
158,244,20,0,1,300,even_discrete,3
159,548,5,1,16,50,even_discrete,2
160,387,10,0,1,50,uniform,3
1,464,3,-1,64,100,normal,1
2,23,16,1,1,100,uniform,1
3,422,3,1,4,50,normal,2
4,215,18,-1,64,100,even_discrete,1
5,36,15,1,16,100,lognormal,1
6,326,18,1,1,300,uniform,2
7,245,4,-1,1,50,lognormal,1
8,396,20,0,1,50,normal,1
9,92,1,1,4,300,normal,2
10,400,19,1,1,300,uniform,1
11,55,18,1,4,100,normal,3
12,214,6,0,16,100,normal,3
13,392,7,0,16,50,lognormal,3
14,470,11,1,1,100,uniform,2
15,110,4,1,4,50,uniform,1
16,45,11,-1,16,300,uniform,1
17,418,9,-1,1,100,uniform,1
18,129,3,-1,4,300,uniform,1
19,348,20,-1,64,50,normal,1
20,33,14,1,1,300,even_discrete,2
21,139,7,0,1,100,normal,1
22,391,13,-1,4,300,even_discrete,1
23,188,7,0,4,300,lognormal,3
24,67,14,1,1,100,uniform,3
25,4,4,-1,4,50,uniform,3
26,180,14,-1,1,100,uniform,3
27,95,8,0,16,100,normal,2
28,287,14,1,64,100,uniform,3
29,139,20,0,1,100,normal,1
30,347,11,1,4,100,uniform,3
31,508,3,-1,16,300,uniform,2
32,19,3,0,0.25,300,even_discrete,3
33,522,11,-1,64,300,normal,2
34,178,12,1,4,300,uniform,1
35,494,10,-1,0.25,100,uniform,1
36,191,10,1,1,50,normal,2
37,226,15,-1,4,100,uniform,3
38,178,5,1,4,300,uniform,1
39,92,5,1,4,300,normal,2
40,336,2,0,4,100,uniform,2
41,393,18,-1,0.25,300,normal,3
42,58,3,1,16,100,even_discrete,2
43,191,6,1,1,50,normal,2
44,31,11,-1,16,300,lognormal,2
45,240,7,0,64,50,uniform,2
46,290,20,1,4,50,lognormal,3
47,458,4,-1,1,100,even_discrete,2
48,316,13,-1,0.25,100,even_discrete,3
49,251,8,1,0.25,50,uniform,1
50,372,9,1,4,100,normal,1
51,393,20,-1,0.25,300,normal,3
52,349,10,-1,4,100,even_discrete,1
53,45,15,-1,16,300,uniform,1
54,309,8,-1,16,50,even_discrete,1
55,134,4,-1,64,300,lognormal,2
56,49,2,-1,1,100,even_discrete,3
57,450,13,0,0.25,50,even_discrete,2
58,532,2,1,16,300,lognormal,2
59,499,2,1,4,50,even_discrete,2
60,248,19,0,1,300,normal,3
61,513,20,-1,16,50,even_discrete,2
62,18,5,-1,4,100,lognormal,2
63,240,6,0,64,50,uniform,2
64,258,16,1,0.25,300,even_discrete,1
65,50,19,-1,64,100,normal,3
66,22,14,0,16,300,even_discrete,2
67,353,18,1,16,100,even_discrete,3
68,294,14,1,16,50,lognormal,2
69,199,1,-1,0.25,50,uniform,1
70,313,11,1,64,100,normal,3
71,442,6,-1,16,100,uniform,3
72,87,1,-1,0.25,300,lognormal,3
73,432,20,1,4,50,even_discrete,3
74,234,8,1,64,300,lognormal,2
75,462,7,0,64,100,lognormal,2
76,283,6,1,0.25,50,lognormal,1
77,363,10,1,0.25,300,even_discrete,2
78,341,5,0,4,50,lognormal,3
79,92,10,1,4,300,normal,2
80,486,14,0,64,50,even_discrete,1
81,102,3,1,4,300,normal,3
82,531,13,1,16,100,normal,2
83,301,11,1,1,50,even_discrete,1
84,78,2,1,1,50,lognormal,1
85,257,18,1,16,50,uniform,3
86,228,14,1,64,300,even_discrete,2
87,124,14,1,0.25,300,uniform,3
88,344,15,-1,1,300,normal,3
89,319,5,-1,4,100,normal,2
90,406,4,0,1,100,even_discrete,3
91,339,2,-1,16,50,uniform,1
92,317,11,0,1,300,uniform,2
93,50,3,-1,64,100,normal,3
94,155,13,-1,64,100,uniform,2
95,26,10,-1,1,300,lognormal,1
96,64,8,0,64,300,normal,2
97,343,11,-1,16,50,uniform,2
98,426,1,-1,16,100,lognormal,3
99,177,16,1,4,300,even_discrete,1
100,49,15,-1,1,100,even_discrete,3
101,274,12,-1,64,100,even_discrete,3
102,226,5,-1,4,100,uniform,3
103,143,9,1,1,100,lognormal,3
104,268,10,-1,1,50,even_discrete,2
105,140,3,-1,64,300,even_discrete,2
106,93,13,0,1,100,even_discrete,1
107,155,19,-1,64,100,uniform,2
108,298,8,-1,1,100,normal,1
109,424,6,0,64,300,even_discrete,1
110,337,20,-1,64,50,lognormal,2
111,89,15,-1,0.25,100,even_discrete,2
112,468,18,1,0.25,100,lognormal,3
113,389,10,1,64,300,uniform,3
114,448,17,0,64,300,lognormal,1
115,125,4,1,0.25,100,lognormal,2
116,461,13,-1,0.25,100,normal,2
117,192,1,1,1,100,lognormal,1
118,439,14,0,64,50,normal,2
119,38,13,-1,0.25,100,lognormal,2
120,462,20,0,64,100,lognormal,2
121,158,2,-1,4,50,even_discrete,2
122,45,14,-1,16,300,uniform,1
123,308,19,1,0.25,300,normal,1
124,56,17,0,4,100,even_discrete,2
125,157,16,1,0.25,100,normal,2
126,208,20,0,16,300,lognormal,3
127,59,7,0,1,300,even_discrete,1
128,192,2,1,1,100,lognormal,1
129,563,9,1,0.25,100,even_discrete,2
130,482,4,1,64,100,lognormal,2
131,290,15,1,4,50,lognormal,3
132,395,12,0,1,50,normal,3
133,258,20,1,0.25,300,even_discrete,1
134,281,17,1,1,300,lognormal,1
135,417,12,1,4,100,lognormal,1
136,431,6,-1,64,100,lognormal,3
137,469,2,-1,0.25,50,normal,1
138,178,10,1,4,300,uniform,1
139,124,8,1,0.25,300,uniform,3
140,212,10,-1,64,300,lognormal,3
141,176,12,-1,0.25,100,normal,1
142,472,6,-1,0.25,50,lognormal,2
143,23,8,1,1,100,uniform,1
144,288,9,-1,16,100,uniform,2
145,88,10,1,1,50,lognormal,3
146,2,10,1,1,300,normal,1
147,89,2,-1,0.25,100,even_discrete,2
148,79,15,0,4,300,even_discrete,1
149,495,3,-1,0.25,50,lognormal,1
150,435,16,0,64,100,even_discrete,1
151,268,10,-1,1,50,even_discrete,2
152,475,4,1,4,300,lognormal,2
153,542,9,-1,4,300,lognormal,3
154,28,13,-1,4,50,lognormal,3
155,35,2,1,0.25,300,normal,3
156,83,16,1,1,50,uniform,2
157,261,1,1,0.25,100,even_discrete,3
158,561,9,1,16,100,uniform,1
159,330,14,-1,1,50,uniform,3
160,409,15,0,64,100,normal,1
1,219,12,1,0.25,300,normal,2
2,219,17,1,0.25,300,normal,2
3,573,1,0,1,50,uniform,2
4,193,13,1,4,300,lognormal,1
5,418,13,-1,1,100,uniform,1
6,314,1,-1,1,100,even_discrete,1
7,222,17,-1,4,300,normal,1
8,30,12,-1,1,300,even_discrete,2
9,267,8,-1,4,100,even_discrete,2
10,242,14,-1,4,50,lognormal,1
11,447,1,-1,1,50,uniform,1
12,98,15,1,0.25,50,even_discrete,2
13,492,14,-1,64,300,even_discrete,3
14,305,14,0,64,300,uniform,3
15,216,19,-1,16,50,normal,3
16,535,14,0,0.25,50,normal,2
17,102,4,1,4,300,normal,3
18,348,7,-1,64,50,normal,1
19,234,4,1,64,300,lognormal,2
20,533,11,-1,1,100,normal,3
21,444,19,-1,64,100,lognormal,1
22,263,2,0,16,50,lognormal,2
23,38,11,-1,0.25,100,lognormal,2
24,236,6,0,1,50,lognormal,2
25,187,13,1,4,100,lognormal,2
26,256,13,0,1,50,normal,2
27,195,7,-1,16,50,lognormal,1
28,491,2,-1,0.25,50,normal,2
29,471,19,-1,4,300,uniform,3
30,572,4,-1,0.25,100,even_discrete,1
31,470,2,1,1,100,uniform,2
32,32,7,0,64,300,uniform,2
33,328,1,0,0.25,300,even_discrete,1
34,428,1,1,0.25,50,even_discrete,3
35,337,19,-1,64,50,lognormal,2
36,215,6,-1,64,100,even_discrete,1
37,519,18,-1,16,300,even_discrete,2
38,125,19,1,0.25,100,lognormal,2
39,350,6,0,4,50,uniform,3
40,193,11,1,4,300,lognormal,1
41,101,16,1,16,300,uniform,1
42,374,14,1,64,300,normal,2
43,233,18,0,1,300,even_discrete,2
44,137,3,1,4,100,uniform,1
45,406,16,0,1,100,even_discrete,3
46,130,5,0,16,300,even_discrete,1
47,284,8,1,4,300,normal,1
48,13,1,1,16,300,normal,3
49,122,10,1,64,50,even_discrete,1
50,97,14,1,64,50,even_discrete,3
51,512,8,1,0.25,50,uniform,3
52,216,8,-1,16,50,normal,3
53,318,16,0,0.25,50,normal,3
54,269,1,1,0.25,50,normal,1
55,178,6,1,4,300,uniform,1
56,55,8,1,4,100,normal,3
57,414,11,-1,64,300,uniform,3
58,232,18,1,0.25,50,uniform,2
59,330,3,-1,1,50,uniform,3
60,451,6,-1,0.25,100,lognormal,1
61,558,2,1,16,300,normal,1
62,523,18,-1,64,300,uniform,1
63,180,14,-1,1,100,uniform,3
64,383,9,0,1,100,normal,2
65,365,12,0,16,50,uniform,2
66,547,19,-1,64,50,even_discrete,3
67,253,11,-1,0.25,50,even_discrete,2
68,416,10,0,16,100,even_discrete,2
69,219,19,1,0.25,300,normal,2
70,311,17,0,16,100,uniform,3
71,161,9,-1,4,50,even_discrete,3
72,295,17,0,0,50,even_discrete,2
73,343,7,-1,16,50,uniform,2
74,226,3,-1,4,100,uniform,3
75,363,17,1,0.25,300,even_discrete,2
76,325,4,-1,0.25,100,normal,3
77,510,16,-1,64,50,normal,2
78,259,1,-1,16,100,lognormal,2
79,48,18,-1,0.25,100,uniform,2
80,280,4,1,4,100,even_discrete,3
81,127,8,-1,0.25,300,uniform,2
82,51,1,-1,16,50,uniform,3
83,533,2,-1,1,100,normal,3
84,314,1,-1,1,100,even_discrete,1
85,336,20,0,4,100,uniform,2
86,315,10,1,16,50,normal,1
87,431,1,-1,64,100,lognormal,3
88,155,7,-1,64,100,uniform,2
89,162,8,1,0.25,300,lognormal,3
90,191,12,1,1,50,normal,2
91,81,11,-1,4,300,normal,3
92,278,8,1,1,50,normal,3
93,541,1,1,16,100,even_discrete,1
94,64,15,0,64,300,normal,2
95,558,7,1,16,300,normal,1
96,376,16,-1,4,300,even_discrete,2
97,410,13,1,16,300,lognormal,3
98,379,14,0,4,50,uniform,2
99,459,2,-1,16,100,even_discrete,3
100,378,17,-1,16,300,uniform,3
101,232,10,1,0.25,50,uniform,2
102,150,1,1,0.25,300,uniform,2
103,42,18,1,0.25,50,normal,2
104,13,7,1,16,300,normal,3
105,23,2,1,1,100,uniform,1
106,344,16,-1,1,300,normal,3
107,293,20,1,1,100,normal,1
108,32,2,0,64,300,uniform,2
109,311,12,0,16,100,uniform,3
110,433,5,1,16,300,uniform,3
111,482,13,1,64,100,lognormal,2
112,110,19,1,4,50,uniform,1
113,548,1,1,16,50,even_discrete,2
114,329,12,0,4,50,normal,2
115,24,3,-1,16,50,normal,2
116,86,20,0,0.25,50,uniform,2
117,350,18,0,4,50,uniform,3
118,45,6,-1,16,300,uniform,1
119,236,5,0,1,50,lognormal,2
120,91,13,-1,4,300,lognormal,1
121,437,20,-1,64,100,normal,2
122,460,13,0,64,300,even_discrete,3
123,173,12,1,16,100,lognormal,3
124,242,19,-1,4,50,lognormal,1
125,62,14,-1,4,300,uniform,2
126,445,2,1,64,50,uniform,3
127,257,2,1,16,50,uniform,3
128,446,19,-1,4,300,even_discrete,3
129,535,14,0,0.25,50,normal,2
130,156,20,0,16,300,lognormal,2
131,414,12,-1,64,300,uniform,3
132,225,20,-1,0.25,300,even_discrete,1
133,547,1,-1,64,50,even_discrete,3
134,93,10,0,1,100,even_discrete,1
135,302,11,0,1,300,lognormal,2
136,517,20,-1,16,300,normal,1
137,197,17,1,64,100,even_discrete,1
138,463,16,-1,4,50,normal,1
139,196,9,0,16,50,uniform,1
140,265,14,0,0,100,uniform,2
141,17,17,0,0.25,300,lognormal,2
142,168,9,-1,64,300,normal,1
143,182,16,0,1,300,lognormal,3
144,568,18,0,4,300,normal,2
145,225,15,-1,0.25,300,even_discrete,1
146,351,5,-1,16,100,even_discrete,1
147,189,6,0,0.25,300,uniform,3
148,458,2,-1,1,100,even_discrete,2
149,70,4,1,16,300,even_discrete,3
150,356,6,-1,16,100,normal,1
151,204,17,0,0.25,100,even_discrete,1
152,199,11,-1,0.25,50,uniform,1
153,326,20,1,1,300,uniform,2
154,482,20,1,64,100,lognormal,2
155,67,16,1,1,100,uniform,3
156,225,20,-1,0.25,300,even_discrete,1
157,24,4,-1,16,50,normal,2
158,261,12,1,0.25,100,even_discrete,3
159,206,10,0,16,100,uniform,2
160,9,4,-1,1,300,normal,1
1,18,7,-1,4,100,lognormal,2
2,467,5,1,4,300,even_discrete,2
3,162,10,1,0.25,300,lognormal,3
4,297,20,0,0.25,100,lognormal,3
5,389,2,1,64,300,uniform,3
6,238,17,-1,0.25,300,normal,2
7,326,15,1,1,300,uniform,2
8,489,10,0,4,300,uniform,3
