subject,lineup_id,order,a,b,n,x_dist,rep
97,346,16,1,64,50,lognormal,1
98,104,5,1,64,100,lognormal,3
99,286,14,0,0.25,50,normal,1
100,63,3,1,64,300,uniform,1
101,95,14,0,16,100,normal,2
102,509,20,1,4,50,even_discrete,1
103,341,15,0,4,50,lognormal,3
104,65,18,0,64,100,normal,2
105,220,13,0,0.25,300,normal,3
106,495,15,-1,0.25,50,lognormal,1
107,118,8,0,4,100,normal,3
108,207,5,-1,64,50,even_discrete,1
109,9,4,-1,1,300,normal,1
110,200,8,0,0,50,uniform,2
111,323,3,-1,64,50,uniform,1
112,6,6,-1,1,50,normal,1
113,325,2,-1,0.25,100,normal,3
114,25,11,0,1,100,lognormal,1
115,318,8,0,0.25,50,normal,3
116,529,6,0,16,50,normal,1
117,105,10,1,0.25,100,uniform,3
118,463,16,-1,4,50,normal,1
119,561,8,1,16,100,uniform,1
120,221,8,1,1,50,normal,1
121,94,15,0,64,300,even_discrete,2
122,576,4,0,4,300,uniform,1
123,221,10,1,1,50,normal,1
124,271,9,1,1,300,even_discrete,3
125,498,9,0,4,100,lognormal,3
126,14,6,1,4,50,lognormal,1
127,498,4,0,4,100,lognormal,3
128,436,18,0,4,100,lognormal,1
129,485,11,1,4,300,uniform,3
130,412,5,0,0.25,50,lognormal,1
131,419,3,1,0.25,100,normal,1
132,34,19,-1,16,100,normal,2
133,231,12,0,4,50,even_discrete,2
134,64,12,0,64,300,normal,2
135,149,13,-1,16,300,lognormal,3
136,566,5,0,0.25,100,lognormal,2
137,367,6,-1,64,50,lognormal,1
138,484,20,1,16,50,uniform,1
139,480,18,0,4,300,lognormal,1
140,381,5,-1,4,100,uniform,1
141,537,7,0,16,50,uniform,3
142,476,12,1,1,300,lognormal,3
143,169,19,-1,64,50,uniform,2
144,364,15,0,0.25,100,normal,3
145,134,19,-1,64,300,lognormal,2
146,325,13,-1,0.25,100,normal,3
147,278,11,1,1,50,normal,3
148,218,8,0,64,100,uniform,1
149,150,1,1,0.25,300,uniform,2
150,139,18,0,1,100,normal,1
151,439,14,0,64,50,normal,2
152,299,20,-1,64,100,uniform,3
153,256,1,0,1,50,normal,2
154,175,1,1,16,300,even_discrete,2
155,509,9,1,4,50,even_discrete,1
156,201,4,-1,16,300,normal,2
157,267,19,-1,4,100,even_discrete,2
158,530,5,-1,1,100,uniform,2
159,543,4,-1,4,100,uniform,2
160,115,8,0,0.25,300,normal,1
1,291,8,1,1,100,normal,2
2,338,9,0,64,300,lognormal,3
3,427,8,-1,1,300,lognormal,3
4,402,12,0,1,300,uniform,1
5,508,1,-1,16,300,uniform,2
6,188,10,0,4,300,lognormal,3
7,444,16,-1,64,100,lognormal,1
8,71,19,0,16,300,even_discrete,3
9,345,10,0,1,100,uniform,2
10,441,2,0,0.25,50,lognormal,2
11,342,17,-1,4,50,lognormal,2
12,175,4,1,16,300,even_discrete,2
13,423,4,0,64,300,lognormal,2
14,126,4,0,0.25,100,uniform,3
15,271,7,1,1,300,even_discrete,3
16,506,10,1,1,50,uniform,1
17,169,6,-1,64,50,uniform,2
18,304,5,1,0.25,300,even_discrete,3
19,256,13,0,1,50,normal,2
20,167,19,1,0.25,50,lognormal,3
21,382,15,-1,16,100,normal,3
22,436,4,0,4,100,lognormal,1
23,235,6,1,64,100,normal,2
24,501,13,1,16,50,normal,2
25,536,6,1,16,50,lognormal,3
26,90,20,0,0.25,100,normal,1
27,446,16,-1,4,300,even_discrete,3
28,272,11,1,0.25,100,lognormal,1
29,574,18,0,4,50,normal,1
30,93,20,0,1,100,even_discrete,1
31,376,13,-1,4,300,even_discrete,2
32,469,14,-1,0.25,50,normal,1
33,269,19,1,0.25,50,normal,1
34,296,10,1,16,50,uniform,2
35,404,7,1,4,50,normal,3
36,141,11,-1,16,50,lognormal,2
37,167,3,1,0.25,50,lognormal,3
38,282,2,0,1,300,normal,1
39,223,2,0,64,300,normal,3
40,575,4,0,16,300,uniform,1
41,270,5,0,0.25,50,uniform,1
42,19,18,0,0.25,300,even_discrete,3
43,270,8,0,0.25,50,uniform,1
44,325,9,-1,0.25,100,normal,3
45,190,2,1,0.25,300,lognormal,1
46,100,4,0,4,300,normal,3
47,56,12,0,4,100,even_discrete,2
48,525,12,0,1,50,even_discrete,1
49,273,15,0,64,100,lognormal,1
50,205,20,0,4,300,even_discrete,3
51,380,2,-1,1,100,normal,2
52,22,1,0,16,300,even_discrete,2
53,252,13,-1,64,100,uniform,1
54,3,19,0,4,50,even_discrete,3
55,267,1,-1,4,100,even_discrete,2
56,433,7,1,16,300,uniform,3
57,339,2,-1,16,50,uniform,1
58,212,10,-1,64,300,lognormal,3
59,197,20,1,64,100,even_discrete,1
60,373,16,1,1,100,even_discrete,2
61,61,18,0,1,300,uniform,3
62,65,9,0,64,100,normal,2
63,259,17,-1,16,100,lognormal,2
64,502,8,1,1,50,even_discrete,2
65,467,17,1,4,300,even_discrete,2
66,303,4,-1,1,300,even_discrete,1
67,282,17,0,1,300,normal,1
68,319,4,-1,4,100,normal,2
69,375,13,-1,1,300,uniform,1
70,281,19,1,1,300,lognormal,1
71,316,17,-1,0.25,100,even_discrete,3
72,259,2,-1,16,100,lognormal,2
73,361,2,0,1,50,even_discrete,2
74,218,12,0,64,100,uniform,1
75,394,1,-1,16,300,even_discrete,1
76,112,11,-1,4,300,normal,2
77,541,3,1,16,100,even_discrete,1
78,299,16,-1,64,100,uniform,3
79,301,6,1,1,50,even_discrete,1
80,244,6,0,1,300,even_discrete,3
81,525,14,0,1,50,even_discrete,1
82,454,15,-1,0.25,100,uniform,3
83,47,9,1,64,100,lognormal,1
84,17,3,0,0.25,300,lognormal,2
85,402,10,0,1,300,uniform,1
86,369,7,-1,0.25,300,even_discrete,2
87,10,12,1,64,300,normal,1
88,338,6,0,64,300,lognormal,3
89,276,17,0,4,50,lognormal,2
90,329,15,0,4,50,normal,2
91,150,3,1,0.25,300,uniform,2
92,537,19,0,16,50,uniform,3
93,266,14,1,64,300,even_discrete,3
94,2,1,1,1,300,normal,1
95,76,12,0,1,100,uniform,1
96,286,11,0,0.25,50,normal,1
97,327,17,-1,4,100,normal,1
98,550,12,0,64,50,even_discrete,2
99,75,20,-1,64,300,even_discrete,1
100,281,14,1,1,300,lognormal,1
101,433,13,1,16,300,uniform,3
102,317,10,0,1,300,uniform,2
103,267,6,-1,4,100,even_discrete,2
104,140,16,-1,64,300,even_discrete,2
105,145,15,0,4,300,even_discrete,2
106,338,18,0,64,300,lognormal,3
107,37,15,0,0.25,100,uniform,1
108,572,3,-1,0.25,100,even_discrete,1
109,42,17,1,0.25,50,normal,2
110,10,15,1,64,300,normal,1
111,214,4,0,16,100,normal,3
112,426,14,-1,16,100,lognormal,3
113,497,3,-1,1,300,even_discrete,3
114,146,19,-1,64,100,lognormal,2
115,524,20,0,16,300,uniform,3
116,507,5,1,1,100,even_discrete,3
117,193,15,1,4,300,lognormal,1
118,219,8,1,0.25,300,normal,2
119,534,11,0,0.25,300,normal,2
120,3,6,0,4,50,even_discrete,3
121,415,10,-1,0.25,300,lognormal,2
122,298,10,-1,1,100,normal,1
123,524,6,0,16,300,uniform,3
124,340,14,-1,16,100,lognormal,1
125,138,15,0,0.25,300,even_discrete,2
126,223,19,0,64,300,normal,3
127,550,16,0,64,50,even_discrete,2
128,6,20,-1,1,50,normal,1
129,340,4,-1,16,100,lognormal,1
130,547,15,-1,64,50,even_discrete,3
131,202,8,0,16,50,even_discrete,3
132,322,2,0,0.25,50,uniform,3
133,148,13,1,4,100,lognormal,3
134,350,9,0,4,50,uniform,3
135,40,1,1,16,50,even_discrete,3
136,150,12,1,0.25,300,uniform,2
137,356,5,-1,16,100,normal,1
138,66,5,-1,16,100,even_discrete,2
139,324,3,0,64,50,normal,3
140,518,2,0,0.25,50,even_discrete,1
141,6,6,-1,1,50,normal,1
142,259,7,-1,16,100,lognormal,2
143,300,4,0,4,50,normal,3
144,348,19,-1,64,50,normal,1
145,456,6,0,4,300,normal,1
146,537,4,0,16,50,uniform,3
147,99,7,-1,1,300,uniform,3
148,544,18,0,1,50,uniform,1
149,263,8,0,16,50,lognormal,2
150,81,13,-1,4,300,normal,3
151,457,16,1,16,100,uniform,3
152,448,12,0,64,300,lognormal,1
153,313,3,1,64,100,normal,3
154,453,15,0,16,50,lognormal,1
155,126,19,0,0.25,100,uniform,3
156,244,5,0,1,300,even_discrete,3
157,127,8,-1,0.25,300,uniform,2
158,415,3,-1,0.25,300,lognormal,2
159,302,3,0,1,300,lognormal,2
160,275,17,1,0.25,100,uniform,2
1,19,4,0,0.25,300,even_discrete,3
2,14,4,1,4,50,lognormal,1
3,286,18,0,0.25,50,normal,1
4,277,19,0,16,100,even_discrete,3
5,163,3,0,1,50,lognormal,3
6,508,11,-1,16,300,uniform,2
7,378,9,-1,16,300,uniform,3
8,543,18,-1,4,100,uniform,2
9,221,5,1,1,50,normal,1
10,116,8,1,4,100,uniform,2
11,135,6,0,1,100,normal,3
12,17,17,0,0.25,300,lognormal,2
13,108,10,-1,0.25,50,even_discrete,3
14,100,2,0,4,300,normal,3
15,454,6,-1,0.25,100,uniform,3
16,543,15,-1,4,100,uniform,2
17,271,10,1,1,300,even_discrete,3
18,9,14,-1,1,300,normal,1
19,87,16,-1,0.25,300,lognormal,3
20,489,16,0,4,300,uniform,3
21,419,9,1,0.25,100,normal,1
22,275,20,1,0.25,100,uniform,2
23,270,4,0,0.25,50,uniform,1
24,208,1,0,16,300,lognormal,3
25,227,19,0,1,100,lognormal,3
26,404,11,1,4,50,normal,3
27,239,13,0,0.25,100,uniform,2
28,481,1,1,16,50,even_discrete,1
29,160,15,0,64,300,normal,1
30,445,8,1,64,50,uniform,3
31,299,5,-1,64,100,uniform,3
32,175,11,1,16,300,even_discrete,2
33,131,15,-1,16,50,lognormal,3
34,115,18,0,0.25,300,normal,1
35,103,6,-1,1,300,normal,2
36,292,15,0,1,100,even_discrete,2
37,206,1,0,16,100,uniform,2
38,388,14,1,64,50,lognormal,3
39,410,15,1,16,300,lognormal,3
40,252,15,-1,64,100,uniform,1
41,487,8,-1,64,100,even_discrete,2
42,372,17,1,4,100,normal,1
43,57,16,0,16,100,even_discrete,1
44,506,20,1,1,50,uniform,1
45,402,11,0,1,300,uniform,1
46,157,6,1,0.25,100,normal,2
47,354,18,-1,16,50,even_discrete,3
48,177,17,1,4,300,even_discrete,1
49,54,18,1,1,300,uniform,3
50,491,4,-1,0.25,50,normal,2
51,10,3,1,64,300,normal,1
52,124,6,1,0.25,300,uniform,3
53,6,17,-1,1,50,normal,1
54,114,12,0,0,100,even_discrete,3
55,328,11,0,0.25,300,even_discrete,1
56,38,20,-1,0.25,100,lognormal,2
57,124,19,1,0.25,300,uniform,3
58,520,16,0,4,100,uniform,1
59,322,8,0,0.25,50,uniform,3
60,149,15,-1,16,300,lognormal,3
61,567,12,1,0.25,50,normal,3
62,131,7,-1,16,50,lognormal,3
63,427,19,-1,1,300,lognormal,3
64,75,13,-1,64,300,even_discrete,1
65,520,18,0,4,100,uniform,1
66,419,9,1,0.25,100,normal,1
67,521,6,-1,4,100,lognormal,3
68,47,6,1,64,100,lognormal,1
69,130,5,0,16,300,even_discrete,1
70,450,3,0,0.25,50,even_discrete,2
71,188,14,0,4,300,lognormal,3
72,475,16,1,4,300,lognormal,2
73,255,10,-1,64,300,uniform,2
74,375,9,-1,1,300,uniform,1
75,36,14,1,16,100,lognormal,1
76,235,20,1,64,100,normal,2
77,63,7,1,64,300,uniform,1
78,421,12,-1,0.25,50,uniform,2
79,241,20,1,16,100,normal,3
80,512,2,1,0.25,50,uniform,3
81,490,19,0,16,300,lognormal,1
82,93,10,0,1,100,even_discrete,1
83,108,3,-1,0.25,50,even_discrete,3
84,36,11,1,16,100,lognormal,1
85,397,5,1,64,50,uniform,2
86,429,6,1,1,100,even_discrete,1
87,535,3,0,0.25,50,normal,2
88,14,9,1,4,50,lognormal,1
89,405,9,0,1,300,lognormal,1
90,405,17,0,1,300,lognormal,1
91,538,20,-1,64,300,lognormal,1
92,73,13,1,0.25,50,lognormal,2
93,406,9,0,1,100,even_discrete,3
94,512,5,1,0.25,50,uniform,3
95,188,15,0,4,300,lognormal,3
96,561,6,1,16,100,uniform,1
97,518,18,0,0.25,50,even_discrete,1
98,400,8,1,1,300,uniform,1
99,380,9,-1,1,100,normal,2
100,421,9,-1,0.25,50,uniform,2
101,14,17,1,4,50,lognormal,1
102,146,7,-1,64,100,lognormal,2
103,10,20,1,64,300,normal,1
104,450,8,0,0.25,50,even_discrete,2
105,218,5,0,64,100,uniform,1
106,479,5,0,0,100,normal,3
107,532,7,1,16,300,lognormal,2
108,362,17,0,16,100,lognormal,2
109,544,10,0,1,50,uniform,1
110,470,4,1,1,100,uniform,2
111,85,16,0,4,50,lognormal,1
112,80,3,1,64,300,lognormal,3
113,110,6,1,4,50,uniform,1
114,412,16,0,0.25,50,lognormal,1
115,440,2,1,64,300,lognormal,1
116,386,15,0,0,100,uniform,1
117,151,13,0,16,300,normal,3
118,252,17,-1,64,100,uniform,1
119,299,9,-1,64,100,uniform,3
120,117,19,-1,1,100,lognormal,2
121,340,1,-1,16,100,lognormal,1
122,15,12,1,4,50,lognormal,2
123,530,5,-1,1,100,uniform,2
124,163,16,0,1,50,lognormal,3
125,382,2,-1,16,100,normal,3
126,5,7,-1,1,50,uniform,2
127,252,12,-1,64,100,uniform,1
128,130,3,0,16,300,even_discrete,1
129,545,10,0,1,100,uniform,3
130,116,19,1,4,100,uniform,2
131,112,6,-1,4,300,normal,2
132,295,10,0,0,50,even_discrete,2
133,160,3,0,64,300,normal,1
134,123,8,0,0,100,lognormal,3
135,184,19,0,64,100,even_discrete,3
136,424,13,0,64,300,even_discrete,1
137,282,4,0,1,300,normal,1
138,423,8,0,64,300,lognormal,2
139,319,4,-1,4,100,normal,2
140,470,17,1,1,100,uniform,2
141,56,18,0,4,100,even_discrete,2
142,79,14,0,4,300,even_discrete,1
143,123,20,0,0,100,lognormal,3
144,208,5,0,16,300,lognormal,3
145,291,8,1,1,100,normal,2
146,243,18,-1,64,50,even_discrete,2
147,206,3,0,16,100,uniform,2
148,304,20,1,0.25,300,even_discrete,3
149,197,6,1,64,100,even_discrete,1
150,263,9,0,16,50,lognormal,2
151,4,11,-1,4,50,uniform,3
152,556,6,0,16,50,normal,3
153,423,11,0,64,300,lognormal,2
154,240,12,0,64,50,uniform,2
155,384,3,0,16,300,normal,2
156,521,17,-1,4,100,lognormal,3
157,71,15,0,16,300,even_discrete,3
158,527,10,0,4,100,uniform,3
159,467,1,1,4,300,even_discrete,2
160,367,3,-1,64,50,lognormal,1
1,468,9,1,0.25,100,lognormal,3
2,543,7,-1,4,100,uniform,2
3,235,6,1,64,100,normal,2
4,132,6,-1,4,50,even_discrete,1
5,73,5,1,0.25,50,lognormal,2
6,450,9,0,0.25,50,even_discrete,2
7,574,14,0,4,50,normal,1
8,76,13,0,1,100,uniform,1
9,169,17,-1,64,50,uniform,2
10,313,4,1,64,100,normal,3
11,478,2,0,0,100,even_discrete,2
12,153,20,1,64,100,normal,1
13,20,11,0,1,300,normal,2
14,29,7,0,0.25,50,even_discrete,3
15,100,10,0,4,300,normal,3
16,384,5,0,16,300,normal,2
17,471,2,-1,4,300,uniform,3
18,345,17,0,1,100,uniform,2
19,112,7,-1,4,300,normal,2
20,353,9,1,16,100,even_discrete,3
21,412,1,0,0.25,50,lognormal,1
22,54,17,1,1,300,uniform,3
23,385,14,0,0.25,100,even_discrete,3
24,468,19,1,0.25,100,lognormal,3
25,46,15,1,4,300,even_discrete,3
26,331,8,0,64,50,uniform,3
27,462,10,0,64,100,lognormal,2
28,239,4,0,0.25,100,uniform,2
29,509,16,1,4,50,even_discrete,1
30,407,12,0,0.25,300,lognormal,3
31,436,4,0,4,100,lognormal,1
32,211,16,0,0,50,uniform,3
33,528,2,0,16,50,even_discrete,2
34,449,4,0,64,300,uniform,1
35,364,8,0,0.25,100,normal,3
36,304,5,1,0.25,300,even_discrete,3
37,371,20,0,1,50,lognormal,1
38,237,9,0,0,100,lognormal,2
39,206,4,0,16,100,uniform,2
40,131,8,-1,16,50,lognormal,3
41,282,19,0,1,300,normal,1
42,378,15,-1,16,300,uniform,3
43,295,12,0,0,50,even_discrete,2
44,153,15,1,64,100,normal,1
45,300,13,0,4,50,normal,3
46,301,9,1,1,50,even_discrete,1
47,427,13,-1,1,300,lognormal,3
48,561,2,1,16,100,uniform,1
49,365,9,0,16,50,uniform,2
50,334,8,0,16,100,lognormal,3
51,197,14,1,64,100,even_discrete,1
52,546,14,0,64,50,normal,1
53,43,18,0,64,50,even_discrete,3
54,281,2,1,1,300,lognormal,1
55,305,15,0,64,300,uniform,3
56,58,18,1,16,100,even_discrete,2
57,132,4,-1,4,50,even_discrete,1
58,211,4,0,0,50,uniform,3
59,220,12,0,0.25,300,normal,3
60,165,20,-1,4,100,normal,3
61,370,8,0,0,50,uniform,1
62,76,19,0,1,100,uniform,1
63,292,12,0,1,100,even_discrete,2
64,201,7,-1,16,300,normal,2
65,66,6,-1,16,100,even_discrete,2
66,296,13,1,16,50,uniform,2
67,397,12,1,64,50,uniform,2
68,384,3,0,16,300,normal,2
69,217,4,1,4,50,normal,1
70,505,7,1,4,50,uniform,2
71,239,13,0,0.25,100,uniform,2
72,502,13,1,1,50,even_discrete,2
73,25,4,0,1,100,lognormal,1
74,8,10,1,4,100,even_discrete,2
75,522,13,-1,64,300,normal,2
76,489,13,0,4,300,uniform,3
77,222,5,-1,4,300,normal,1
78,213,13,0,1,100,lognormal,2
79,212,15,-1,64,300,lognormal,3
80,489,19,0,4,300,uniform,3
81,479,6,0,0,100,normal,3
82,236,14,0,1,50,lognormal,2
83,115,1,0,0.25,300,normal,1
84,54,18,1,1,300,uniform,3
85,227,16,0,1,100,lognormal,3
86,235,19,1,64,100,normal,2
87,85,13,0,4,50,lognormal,1
88,391,5,-1,4,300,even_discrete,1
89,469,11,-1,0.25,50,normal,1
90,197,1,1,64,100,even_discrete,1
91,66,13,-1,16,100,even_discrete,2
92,237,20,0,0,100,lognormal,2
93,503,19,1,0.25,300,lognormal,2
94,524,19,0,16,300,uniform,3
95,248,20,0,1,300,normal,3
96,189,12,0,0.25,300,uniform,3
97,394,1,-1,16,300,even_discrete,1
98,222,7,-1,4,300,normal,1
99,358,4,1,1,300,normal,2
100,57,1,0,16,100,even_discrete,1
101,324,5,0,64,50,normal,3
102,220,16,0,0.25,300,normal,3
103,506,16,1,1,50,uniform,1
104,469,17,-1,0.25,50,normal,1
105,131,10,-1,16,50,lognormal,3
106,269,1,1,0.25,50,normal,1
107,528,3,0,16,50,even_discrete,2
108,456,9,0,4,300,normal,1
109,52,18,-1,4,50,uniform,1
110,392,2,0,16,50,lognormal,3
111,254,7,-1,1,100,lognormal,1
112,518,12,0,0.25,50,even_discrete,1
113,16,19,0,64,50,lognormal,2
114,58,7,1,16,100,even_discrete,2
115,207,5,-1,64,50,even_discrete,1
116,52,3,-1,4,50,uniform,1
117,135,2,0,1,100,normal,3
118,236,10,0,1,50,lognormal,2
119,119,15,0,0,50,even_discrete,3
120,201,7,-1,16,300,normal,2
121,121,17,0,64,50,uniform,1
122,175,19,1,16,300,even_discrete,2
123,204,17,0,0.25,100,even_discrete,1
124,80,6,1,64,300,lognormal,3
125,379,17,0,4,50,uniform,2
126,365,15,0,16,50,uniform,2
127,562,18,-1,1,50,normal,3
128,41,16,-1,4,50,uniform,2
129,248,3,0,1,300,normal,3
130,456,10,0,4,300,normal,1
131,189,18,0,0.25,300,uniform,3
132,153,17,1,64,100,normal,1
133,479,9,0,0,100,normal,3
134,275,11,1,0.25,100,uniform,2
135,561,17,1,16,100,uniform,1
136,377,8,1,0.25,100,normal,3
137,121,12,0,64,50,uniform,1
138,79,12,0,4,300,even_discrete,1
139,572,11,-1,0.25,100,even_discrete,1
140,305,3,0,64,300,uniform,3
141,112,13,-1,4,300,normal,2
142,216,20,-1,16,50,normal,3
143,204,10,0,0.25,100,even_discrete,1
144,57,3,0,16,100,even_discrete,1
145,113,12,0,0.25,50,lognormal,3
146,386,17,0,0,100,uniform,1
147,429,19,1,1,100,even_discrete,1
148,354,14,-1,16,50,even_discrete,3
149,12,13,1,4,300,lognormal,3
150,419,8,1,0.25,100,normal,1
151,194,2,0,0.25,300,uniform,2
152,266,8,1,64,300,even_discrete,3
153,190,14,1,0.25,300,lognormal,1
154,471,3,-1,4,300,uniform,3
155,175,14,1,16,300,even_discrete,2
156,189,1,0,0.25,300,uniform,3
157,420,11,-1,64,50,lognormal,3
158,47,13,1,64,100,lognormal,1
159,81,17,-1,4,300,normal,3
160,43,14,0,64,50,even_discrete,3
1,452,1,0,4,300,uniform,2
2,328,6,0,0.25,300,even_discrete,1
3,2,2,1,1,300,normal,1
4,497,1,-1,1,300,even_discrete,3
5,547,19,-1,64,50,even_discrete,3
6,160,16,0,64,300,normal,1
7,452,10,0,4,300,uniform,2
8,273,5,0,64,100,lognormal,1
9,518,15,0,0.25,50,even_discrete,1
10,165,6,-1,4,100,normal,3
11,429,9,1,1,100,even_discrete,1
12,454,19,-1,0.25,100,uniform,3
13,12,9,1,4,300,lognormal,3
14,53,6,0,4,100,even_discrete,1
15,503,17,1,0.25,300,lognormal,2
16,135,18,0,1,100,normal,3
17,221,3,1,1,50,normal,1
18,334,16,0,16,100,lognormal,3
19,422,14,1,4,50,normal,2
20,491,2,-1,0.25,50,normal,2
21,362,14,0,16,100,lognormal,2
22,329,8,0,4,50,normal,2
23,151,5,0,16,300,normal,3
24,8,2,1,4,100,even_discrete,2
25,378,9,-1,16,300,uniform,3
26,12,15,1,4,300,lognormal,3
27,484,20,1,16,50,uniform,1
28,185,6,-1,1,50,even_discrete,3
29,551,12,0,64,100,lognormal,3
30,425,15,-1,16,100,uniform,1
31,185,20,-1,1,50,even_discrete,3
32,182,13,0,1,300,lognormal,3
33,213,14,0,1,100,lognormal,2
34,280,7,1,4,100,even_discrete,3
35,266,12,1,64,300,even_discrete,3
36,556,3,0,16,50,normal,3
37,460,6,0,64,300,even_discrete,3
38,316,17,-1,0.25,100,even_discrete,3
39,43,9,0,64,50,even_discrete,3
40,329,6,0,4,50,normal,2
41,93,14,0,1,100,even_discrete,1
42,207,8,-1,64,50,even_discrete,1
43,74,15,-1,1,300,uniform,2
44,210,8,-1,1,50,lognormal,2
45,534,9,0,0.25,300,normal,2
46,420,17,-1,64,50,lognormal,3
47,14,20,1,4,50,lognormal,1
48,80,10,1,64,300,lognormal,3
49,160,17,0,64,300,normal,1
50,202,1,0,16,50,even_discrete,3
51,52,15,-1,4,50,uniform,1
52,377,2,1,0.25,100,normal,3
53,436,11,0,4,100,lognormal,1
54,89,13,-1,0.25,100,even_discrete,2
55,377,10,1,0.25,100,normal,3
56,228,14,1,64,300,even_discrete,2
57,210,9,-1,1,50,lognormal,2
58,353,17,1,16,100,even_discrete,3
59,12,19,1,4,300,lognormal,3
60,15,17,1,4,50,lognormal,2
61,518,17,0,0.25,50,even_discrete,1
62,425,8,-1,16,100,uniform,1
63,216,4,-1,16,50,normal,3
64,436,3,0,4,100,lognormal,1
65,77,1,-1,16,300,normal,3
66,503,17,1,0.25,300,lognormal,2
67,53,19,0,4,100,even_discrete,1
68,194,18,0,0.25,300,uniform,2
69,206,12,0,16,100,uniform,2
70,73,12,1,0.25,50,lognormal,2
71,16,20,0,64,50,lognormal,2
72,199,3,-1,0.25,50,uniform,1
73,350,9,0,4,50,uniform,3
74,245,1,-1,1,50,lognormal,1
75,402,16,0,1,300,uniform,1
76,40,8,1,16,50,even_discrete,3
77,567,11,1,0.25,50,normal,3
78,73,14,1,0.25,50,lognormal,2
79,194,2,0,0.25,300,uniform,2
80,562,20,-1,1,50,normal,3
81,444,7,-1,64,100,lognormal,1
82,576,2,0,4,300,uniform,1
83,296,4,1,16,50,uniform,2
84,381,6,-1,4,100,uniform,1
85,217,6,1,4,50,normal,1
86,345,18,0,1,100,uniform,2
87,377,8,1,0.25,100,normal,3
88,516,1,1,64,100,even_discrete,3
89,207,16,-1,64,50,even_discrete,1
90,154,2,0,16,50,even_discrete,1
91,74,19,-1,1,300,uniform,2
92,324,5,0,64,50,normal,3
93,420,4,-1,64,50,lognormal,3
94,89,3,-1,0.25,100,even_discrete,2
95,484,18,1,16,50,uniform,1
96,444,17,-1,64,100,lognormal,1
97,53,15,0,4,100,even_discrete,1
98,361,19,0,1,50,even_discrete,2
99,77,19,-1,16,300,normal,3
100,165,16,-1,4,100,normal,3
101,165,11,-1,4,100,normal,3
102,66,2,-1,16,100,even_discrete,2
103,503,10,1,0.25,300,lognormal,2
104,484,9,1,16,50,uniform,1
105,40,1,1,16,50,even_discrete,3
106,316,17,-1,0.25,100,even_discrete,3
107,8,6,1,4,100,even_discrete,2
108,400,15,1,1,300,uniform,1
109,422,8,1,4,50,normal,2
110,460,16,0,64,300,even_discrete,3
111,56,18,0,4,100,even_discrete,2
112,331,1,0,64,50,uniform,3
113,321,9,-1,1,50,lognormal,3
114,567,14,1,0.25,50,normal,3
115,334,19,0,16,100,lognormal,3
116,2,9,1,1,300,normal,1
117,362,4,0,16,100,lognormal,2
118,207,1,-1,64,50,even_discrete,1
119,362,12,0,16,100,lognormal,2
120,516,1,1,64,100,even_discrete,3
121,502,6,1,1,50,even_discrete,2
122,545,3,0,1,100,uniform,3
123,394,1,-1,16,300,even_discrete,1
124,567,20,1,0.25,50,normal,3
125,371,12,0,1,50,lognormal,1
126,273,16,0,64,100,lognormal,1
127,66,1,-1,16,100,even_discrete,2
128,296,10,1,16,50,uniform,2
129,546,2,0,64,50,normal,1
130,421,7,-1,0.25,50,uniform,2
131,503,10,1,0.25,300,lognormal,2
132,392,6,0,16,50,lognormal,3
133,429,2,1,1,100,even_discrete,1
134,328,14,0,0.25,300,even_discrete,1
135,331,15,0,64,50,uniform,3
136,100,4,0,4,300,normal,3
137,36,9,1,16,100,lognormal,1
138,266,17,1,64,300,even_discrete,3
139,576,7,0,4,300,uniform,1
140,394,18,-1,16,300,even_discrete,1
141,444,5,-1,64,100,lognormal,1
142,194,10,0,0.25,300,uniform,2
143,358,2,1,1,300,normal,2
144,460,13,0,64,300,even_discrete,3
145,185,7,-1,1,50,even_discrete,3
146,361,8,0,1,50,even_discrete,2
147,151,17,0,16,300,normal,3
148,494,7,-1,0.25,100,uniform,1
149,551,19,0,64,100,lognormal,3
150,381,15,-1,4,100,uniform,1
151,551,4,0,64,100,lognormal,3
152,411,13,-1,0.25,300,lognormal,1
153,210,19,-1,1,50,lognormal,2
154,405,4,0,1,300,lognormal,1
155,262,20,0,0,300,lognormal,3
156,53,2,0,4,100,even_discrete,1
157,545,10,0,1,100,uniform,3
158,254,6,-1,1,100,lognormal,1
159,369,20,-1,0.25,300,even_discrete,2
160,489,2,0,4,300,uniform,3
1,578,20,1,128,300,uniform,1
1,588,11,1,256,300,uniform,3
2,583,3,0,256,300,uniform,2
2,581,13,0,128,300,uniform,2
3,583,12,0,256,300,uniform,2
3,580,7,1,256,300,uniform,1
4,587,2,0,256,300,uniform,3
4,586,11,1,128,300,uniform,3
5,580,9,1,256,300,uniform,1
5,584,12,1,256,300,uniform,2
6,585,20,0,128,300,uniform,3
6,584,3,1,256,300,uniform,2
7,588,19,1,256,300,uniform,3
7,579,7,0,256,300,uniform,1
8,580,17,1,256,300,uniform,1
8,577,6,0,128,300,uniform,1
9,580,3,1,256,300,uniform,1
9,579,13,0,256,300,uniform,1
10,585,11,0,128,300,uniform,3
10,580,17,1,256,300,uniform,1
11,578,5,1,128,300,uniform,1
11,581,14,0,128,300,uniform,2
12,584,1,1,256,300,uniform,2
12,578,18,1,128,300,uniform,1
13,588,17,1,256,300,uniform,3
