subject,unique_lineup_id,order,a,b,n,x_dist,shape,e_sigma,limit_num
19,heter_359,10,0,0,300,even_discrete,"NA",1,15
20,heter_200,5,0,0,50,uniform,"NA",1,15
21,heter_119,2,0,0,50,even_discrete,"NA",1,15
22,heter_147,17,0,0,300,uniform,"NA",1,15
23,heter_549,7,0,0,300,uniform,"NA",1,15
24,heter_147,9,0,0,300,uniform,"NA",1,15
25,heter_123,1,0,0,100,lognormal,"NA",1,15
26,heter_295,17,0,0,50,even_discrete,"NA",1,15
27,heter_265,14,0,0,100,uniform,"NA",1,15
28,heter_549,19,0,0,300,uniform,"NA",1,15
29,heter_128,15,0,0,300,uniform,"NA",1,15
30,heter_478,8,0,0,100,even_discrete,"NA",1,15
31,heter_265,10,0,0,100,uniform,"NA",1,15
32,heter_69,4,0,0,300,even_discrete,"NA",1,15
33,heter_264,16,0,0,100,lognormal,"NA",1,15
34,heter_390,12,0,0,50,normal,"NA",1,15
35,heter_359,4,0,0,300,even_discrete,"NA",1,15
36,heter_211,16,0,0,50,uniform,"NA",1,15
37,heter_483,2,0,0,50,lognormal,"NA",1,15
38,heter_390,4,0,0,50,normal,"NA",1,15
39,heter_386,8,0,0,100,uniform,"NA",1,15
40,heter_479,5,0,0,100,normal,"NA",1,15
41,heter_474,20,0,0,50,normal,"NA",1,15
42,heter_455,9,0,0,50,normal,"NA",1,15
43,heter_183,4,0,0,50,lognormal,"NA",1,15
44,heter_114,8,0,0,100,even_discrete,"NA",1,15
45,heter_295,19,0,0,50,even_discrete,"NA",1,15
46,heter_370,15,0,0,50,uniform,"NA",1,15
47,heter_128,12,0,0,300,uniform,"NA",1,15
48,heter_359,15,0,0,300,even_discrete,"NA",1,15
49,heter_200,13,0,0,50,uniform,"NA",1,15
50,heter_295,9,0,0,50,even_discrete,"NA",1,15
51,heter_119,13,0,0,50,even_discrete,"NA",1,15
52,heter_172,2,0,0,100,uniform,"NA",1,15
53,heter_478,9,0,0,100,even_discrete,"NA",1,15
54,heter_386,8,0,0,100,uniform,"NA",1,15
55,heter_370,14,0,0,50,uniform,"NA",1,15
56,heter_152,14,0,0,100,even_discrete,"NA",1,15
57,heter_237,18,0,0,100,lognormal,"NA",1,15
58,heter_209,2,0,0,300,normal,"NA",1,15
59,heter_249,15,0,0,300,lognormal,"NA",1,15
60,heter_107,18,0,0,300,normal,"NA",1,15
61,heter_359,4,0,0,300,even_discrete,"NA",1,15
62,heter_119,4,0,0,50,even_discrete,"NA",1,15
63,heter_526,12,0,0,300,lognormal,"NA",1,15
64,heter_11,20,0,0,100,normal,"NA",1,15
65,heter_11,8,0,0,100,normal,"NA",1,15
66,heter_147,19,0,0,300,uniform,"NA",1,15
67,heter_366,12,0,0,100,normal,"NA",1,15
68,heter_474,7,0,0,50,normal,"NA",1,15
69,heter_106,6,0,0,50,lognormal,"NA",1,15
70,heter_170,13,0,0,300,normal,"NA",1,15
71,heter_69,12,0,0,300,even_discrete,"NA",1,15
72,heter_474,3,0,0,50,normal,"NA",1,15
73,heter_571,4,0,0,300,even_discrete,"NA",1,15
74,heter_114,7,0,0,100,even_discrete,"NA",1,15
75,heter_211,13,0,0,50,uniform,"NA",1,15
76,heter_200,13,0,0,50,uniform,"NA",1,15
77,heter_483,4,0,0,50,lognormal,"NA",1,15
78,heter_370,10,0,0,50,uniform,"NA",1,15
79,heter_571,13,0,0,300,even_discrete,"NA",1,15
80,heter_483,13,0,0,50,lognormal,"NA",1,15
81,heter_128,5,0,0,300,uniform,"NA",1,15
82,heter_119,13,0,0,50,even_discrete,"NA",1,15
83,heter_237,15,0,0,100,lognormal,"NA",1,15
84,heter_211,19,0,0,50,uniform,"NA",1,15
85,heter_249,6,0,0,300,lognormal,"NA",1,15
86,heter_170,14,0,0,300,normal,"NA",1,15
87,heter_478,1,0,0,100,even_discrete,"NA",1,15
88,heter_359,18,0,0,300,even_discrete,"NA",1,15
89,heter_390,16,0,0,50,normal,"NA",1,15
90,heter_478,19,0,0,100,even_discrete,"NA",1,15
91,heter_211,13,0,0,50,uniform,"NA",1,15
92,heter_359,5,0,0,300,even_discrete,"NA",1,15
93,heter_571,11,0,0,300,even_discrete,"NA",1,15
94,heter_526,1,0,0,300,lognormal,"NA",1,15
95,heter_11,13,0,0,100,normal,"NA",1,15
96,heter_262,20,0,0,300,lognormal,"NA",1,15
97,heter_128,19,0,0,300,uniform,"NA",1,15
98,heter_264,19,0,0,100,lognormal,"NA",1,15
99,heter_390,20,0,0,50,normal,"NA",1,15
100,heter_200,12,0,0,50,uniform,"NA",1,15
101,heter_264,1,0,0,100,lognormal,"NA",1,15
102,heter_455,7,0,0,50,normal,"NA",1,15
103,heter_170,4,0,0,300,normal,"NA",1,15
104,heter_183,1,0,0,50,lognormal,"NA",1,15
105,heter_209,5,0,0,300,normal,"NA",1,15
106,heter_526,16,0,0,300,lognormal,"NA",1,15
107,heter_172,16,0,0,100,uniform,"NA",1,15
108,heter_128,17,0,0,300,uniform,"NA",1,15
109,heter_478,10,0,0,100,even_discrete,"NA",1,15
110,heter_386,1,0,0,100,uniform,"NA",1,15
111,heter_11,3,0,0,100,normal,"NA",1,15
112,heter_114,9,0,0,100,even_discrete,"NA",1,15
113,heter_390,18,0,0,50,normal,"NA",1,15
114,heter_237,2,0,0,100,lognormal,"NA",1,15
115,heter_264,7,0,0,100,lognormal,"NA",1,15
116,heter_128,12,0,0,300,uniform,"NA",1,15
117,heter_209,19,0,0,300,normal,"NA",1,15
118,heter_295,7,0,0,50,even_discrete,"NA",1,15
119,heter_128,5,0,0,300,uniform,"NA",1,15
120,heter_455,3,0,0,50,normal,"NA",1,15
121,heter_211,2,0,0,50,uniform,"NA",1,15
122,heter_249,10,0,0,300,lognormal,"NA",1,15
123,heter_183,15,0,0,50,lognormal,"NA",1,15
1,heter_455,4,0,0,50,normal,"NA",1,15
2,heter_549,12,0,0,300,uniform,"NA",1,15
3,heter_479,3,0,0,100,normal,"NA",1,15
4,heter_479,14,0,0,100,normal,"NA",1,15
5,heter_183,19,0,0,50,lognormal,"NA",1,15
6,heter_172,6,0,0,100,uniform,"NA",1,15
7,heter_479,2,0,0,100,normal,"NA",1,15
8,heter_114,1,0,0,100,even_discrete,"NA",1,15
9,heter_264,19,0,0,100,lognormal,"NA",1,15
10,heter_209,16,0,0,300,normal,"NA",1,15
11,heter_479,10,0,0,100,normal,"NA",1,15
12,heter_249,5,0,0,300,lognormal,"NA",1,15
13,heter_123,15,0,0,100,lognormal,"NA",1,15
14,heter_114,6,0,0,100,even_discrete,"NA",1,15
15,heter_262,9,0,0,300,lognormal,"NA",1,15
16,heter_170,19,0,0,300,normal,"NA",1,15
17,heter_262,9,0,0,300,lognormal,"NA",1,15
18,heter_128,6,0,0,300,uniform,"NA",1,15
19,heter_370,17,0,0,50,uniform,"NA",1,15
20,heter_209,18,0,0,300,normal,"NA",1,15
21,heter_152,3,0,0,100,even_discrete,"NA",1,15
22,heter_264,16,0,0,100,lognormal,"NA",1,15
23,heter_249,14,0,0,300,lognormal,"NA",1,15
24,heter_170,2,0,0,300,normal,"NA",1,15
25,heter_366,14,0,0,100,normal,"NA",1,15
26,heter_11,8,0,0,100,normal,"NA",1,15
27,heter_123,5,0,0,100,lognormal,"NA",1,15
28,heter_262,2,0,0,300,lognormal,"NA",1,15
29,heter_386,9,0,0,100,uniform,"NA",1,15
30,heter_386,15,0,0,100,uniform,"NA",1,15
31,heter_123,20,0,0,100,lognormal,"NA",1,15
32,heter_386,6,0,0,100,uniform,"NA",1,15
33,heter_386,12,0,0,100,uniform,"NA",1,15
34,heter_183,15,0,0,50,lognormal,"NA",1,15
35,heter_107,20,0,0,300,normal,"NA",1,15
36,heter_107,13,0,0,300,normal,"NA",1,15
37,heter_366,14,0,0,100,normal,"NA",1,15
38,heter_455,7,0,0,50,normal,"NA",1,15
39,heter_11,12,0,0,100,normal,"NA",1,15
40,heter_478,3,0,0,100,even_discrete,"NA",1,15
41,heter_170,6,0,0,300,normal,"NA",1,15
42,heter_295,17,0,0,50,even_discrete,"NA",1,15
43,heter_483,9,0,0,50,lognormal,"NA",1,15
44,heter_11,6,0,0,100,normal,"NA",1,15
45,heter_107,14,0,0,300,normal,"NA",1,15
46,heter_295,8,0,0,50,even_discrete,"NA",1,15
47,heter_69,15,0,0,300,even_discrete,"NA",1,15
48,heter_69,8,0,0,300,even_discrete,"NA",1,15
49,heter_209,9,0,0,300,normal,"NA",1,15
50,heter_483,17,0,0,50,lognormal,"NA",1,15
51,heter_370,20,0,0,50,uniform,"NA",1,15
52,heter_152,10,0,0,100,even_discrete,"NA",1,15
53,heter_479,17,0,0,100,normal,"NA",1,15
54,heter_152,1,0,0,100,even_discrete,"NA",1,15
55,heter_359,15,0,0,300,even_discrete,"NA",1,15
56,heter_478,2,0,0,100,even_discrete,"NA",1,15
57,heter_366,11,0,0,100,normal,"NA",1,15
58,heter_170,13,0,0,300,normal,"NA",1,15
59,heter_107,10,0,0,300,normal,"NA",1,15
60,heter_209,14,0,0,300,normal,"NA",1,15
61,heter_147,9,0,0,300,uniform,"NA",1,15
62,heter_209,17,0,0,300,normal,"NA",1,15
63,heter_123,19,0,0,100,lognormal,"NA",1,15
64,heter_366,17,0,0,100,normal,"NA",1,15
65,heter_107,17,0,0,300,normal,"NA",1,15
66,heter_123,8,0,0,100,lognormal,"NA",1,15
67,heter_386,4,0,0,100,uniform,"NA",1,15
68,heter_209,3,0,0,300,normal,"NA",1,15
69,heter_107,1,0,0,300,normal,"NA",1,15
70,heter_209,17,0,0,300,normal,"NA",1,15
71,heter_209,19,0,0,300,normal,"NA",1,15
72,heter_483,18,0,0,50,lognormal,"NA",1,15
73,heter_366,12,0,0,100,normal,"NA",1,15
74,heter_123,12,0,0,100,lognormal,"NA",1,15
75,heter_147,20,0,0,300,uniform,"NA",1,15
76,heter_172,3,0,0,100,uniform,"NA",1,15
77,heter_211,9,0,0,50,uniform,"NA",1,15
78,heter_11,1,0,0,100,normal,"NA",1,15
79,heter_170,16,0,0,300,normal,"NA",1,15
80,heter_455,8,0,0,50,normal,"NA",1,15
81,heter_265,11,0,0,100,uniform,"NA",1,15
82,heter_123,14,0,0,100,lognormal,"NA",1,15
83,heter_478,2,0,0,100,even_discrete,"NA",1,15
84,heter_69,20,0,0,300,even_discrete,"NA",1,15
85,heter_262,7,0,0,300,lognormal,"NA",1,15
86,heter_249,2,0,0,300,lognormal,"NA",1,15
87,heter_295,4,0,0,50,even_discrete,"NA",1,15
88,heter_107,6,0,0,300,normal,"NA",1,15
89,heter_183,6,0,0,50,lognormal,"NA",1,15
90,heter_366,18,0,0,100,normal,"NA",1,15
91,heter_386,8,0,0,100,uniform,"NA",1,15
92,heter_128,1,0,0,300,uniform,"NA",1,15
93,heter_237,16,0,0,100,lognormal,"NA",1,15
94,heter_69,2,0,0,300,even_discrete,"NA",1,15
95,heter_123,19,0,0,100,lognormal,"NA",1,15
96,heter_69,5,0,0,300,even_discrete,"NA",1,15
97,heter_262,4,0,0,300,lognormal,"NA",1,15
98,heter_265,3,0,0,100,uniform,"NA",1,15
99,heter_455,18,0,0,50,normal,"NA",1,15
100,heter_183,17,0,0,50,lognormal,"NA",1,15
101,heter_114,15,0,0,100,even_discrete,"NA",1,15
102,heter_183,19,0,0,50,lognormal,"NA",1,15
103,heter_249,19,0,0,300,lognormal,"NA",1,15
104,heter_199,16,-1,0.25,50,uniform,"NA",1,6
105,heter_107,11,0,0,300,normal,"NA",1,15
106,heter_366,2,0,0,100,normal,"NA",1,15
107,heter_249,10,0,0,300,lognormal,"NA",1,15
108,heter_147,9,0,0,300,uniform,"NA",1,15
109,heter_265,1,0,0,100,uniform,"NA",1,15
110,heter_264,17,0,0,100,lognormal,"NA",1,15
111,heter_123,6,0,0,100,lognormal,"NA",1,15
112,heter_128,15,0,0,300,uniform,"NA",1,15
113,heter_11,8,0,0,100,normal,"NA",1,15
114,heter_123,16,0,0,100,lognormal,"NA",1,15
115,heter_114,18,0,0,100,even_discrete,"NA",1,15
116,heter_69,1,0,0,300,even_discrete,"NA",1,15
117,heter_262,9,0,0,300,lognormal,"NA",1,15
118,heter_249,14,0,0,300,lognormal,"NA",1,15
119,heter_147,19,0,0,300,uniform,"NA",1,15
120,heter_479,9,0,0,100,normal,"NA",1,15
121,heter_172,4,0,0,100,uniform,"NA",1,15
122,heter_370,1,0,0,50,uniform,"NA",1,15
123,heter_265,12,0,0,100,uniform,"NA",1,15
1,heter_578,17,NA,NA,NA,NA,NA,NA,NA
1,heter_588,12,NA,NA,NA,NA,NA,NA,NA
2,heter_583,4,NA,NA,NA,NA,NA,NA,NA
2,heter_581,20,NA,NA,NA,NA,NA,NA,NA
3,heter_583,16,NA,NA,NA,NA,NA,NA,NA
3,heter_580,18,NA,NA,NA,NA,NA,NA,NA
4,heter_587,6,NA,NA,NA,NA,NA,NA,NA
4,heter_586,15,NA,NA,NA,NA,NA,NA,NA
5,heter_580,17,NA,NA,NA,NA,NA,NA,NA
5,heter_584,4,NA,NA,NA,NA,NA,NA,NA
6,heter_585,3,NA,NA,NA,NA,NA,NA,NA
6,heter_584,13,NA,NA,NA,NA,NA,NA,NA
7,heter_588,12,NA,NA,NA,NA,NA,NA,NA
7,heter_579,7,NA,NA,NA,NA,NA,NA,NA
8,heter_580,2,NA,NA,NA,NA,NA,NA,NA
8,heter_577,11,NA,NA,NA,NA,NA,NA,NA
9,heter_580,9,NA,NA,NA,NA,NA,NA,NA
9,heter_579,12,NA,NA,NA,NA,NA,NA,NA
10,heter_585,20,NA,NA,NA,NA,NA,NA,NA
10,heter_580,3,NA,NA,NA,NA,NA,NA,NA
11,heter_578,19,NA,NA,NA,NA,NA,NA,NA
11,heter_581,7,NA,NA,NA,NA,NA,NA,NA
12,heter_584,17,NA,NA,NA,NA,NA,NA,NA
12,heter_578,6,NA,NA,NA,NA,NA,NA,NA
13,heter_588,3,NA,NA,NA,NA,NA,NA,NA
13,heter_583,13,NA,NA,NA,NA,NA,NA,NA
14,heter_577,11,NA,NA,NA,NA,NA,NA,NA
14,heter_584,17,NA,NA,NA,NA,NA,NA,NA
15,heter_587,5,NA,NA,NA,NA,NA,NA,NA
15,heter_584,14,NA,NA,NA,NA,NA,NA,NA
16,heter_588,1,NA,NA,NA,NA,NA,NA,NA
16,heter_585,18,NA,NA,NA,NA,NA,NA,NA
17,heter_580,17,NA,NA,NA,NA,NA,NA,NA
17,heter_585,2,NA,NA,NA,NA,NA,NA,NA
18,heter_585,16,NA,NA,NA,NA,NA,NA,NA
18,heter_583,12,NA,NA,NA,NA,NA,NA,NA
19,heter_580,20,NA,NA,NA,NA,NA,NA,NA
19,heter_582,8,NA,NA,NA,NA,NA,NA,NA
20,heter_583,9,NA,NA,NA,NA,NA,NA,NA
20,heter_586,12,NA,NA,NA,NA,NA,NA,NA
21,heter_579,1,NA,NA,NA,NA,NA,NA,NA
21,heter_582,13,NA,NA,NA,NA,NA,NA,NA
22,heter_584,15,NA,NA,NA,NA,NA,NA,NA
22,heter_586,19,NA,NA,NA,NA,NA,NA,NA
23,heter_581,12,NA,NA,NA,NA,NA,NA,NA
23,heter_583,1,NA,NA,NA,NA,NA,NA,NA
24,heter_578,13,NA,NA,NA,NA,NA,NA,NA
24,heter_577,10,NA,NA,NA,NA,NA,NA,NA
25,heter_586,11,NA,NA,NA,NA,NA,NA,NA
25,heter_578,17,NA,NA,NA,NA,NA,NA,NA
26,heter_578,15,NA,NA,NA,NA,NA,NA,NA
26,heter_579,10,NA,NA,NA,NA,NA,NA,NA
27,heter_579,20,NA,NA,NA,NA,NA,NA,NA
27,heter_582,18,NA,NA,NA,NA,NA,NA,NA
28,heter_583,16,NA,NA,NA,NA,NA,NA,NA
28,heter_581,11,NA,NA,NA,NA,NA,NA,NA
29,heter_587,3,NA,NA,NA,NA,NA,NA,NA
29,heter_577,8,NA,NA,NA,NA,NA,NA,NA
30,heter_583,16,NA,NA,NA,NA,NA,NA,NA
30,heter_578,18,NA,NA,NA,NA,NA,NA,NA
31,heter_581,17,NA,NA,NA,NA,NA,NA,NA
31,heter_582,5,NA,NA,NA,NA,NA,NA,NA
32,heter_588,15,NA,NA,NA,NA,NA,NA,NA
32,heter_580,13,NA,NA,NA,NA,NA,NA,NA
33,heter_579,8,NA,NA,NA,NA,NA,NA,NA
33,heter_585,11,NA,NA,NA,NA,NA,NA,NA
34,heter_580,5,NA,NA,NA,NA,NA,NA,NA
34,heter_586,3,NA,NA,NA,NA,NA,NA,NA
35,heter_588,7,NA,NA,NA,NA,NA,NA,NA
35,heter_582,10,NA,NA,NA,NA,NA,NA,NA
36,heter_581,6,NA,NA,NA,NA,NA,NA,NA
36,heter_587,19,NA,NA,NA,NA,NA,NA,NA
37,heter_588,3,NA,NA,NA,NA,NA,NA,NA
37,heter_584,10,NA,NA,NA,NA,NA,NA,NA
38,heter_585,2,NA,NA,NA,NA,NA,NA,NA
38,heter_586,5,NA,NA,NA,NA,NA,NA,NA
39,heter_577,4,NA,NA,NA,NA,NA,NA,NA
39,heter_586,1,NA,NA,NA,NA,NA,NA,NA
40,heter_579,4,NA,NA,NA,NA,NA,NA,NA
40,heter_586,9,NA,NA,NA,NA,NA,NA,NA
41,heter_587,2,NA,NA,NA,NA,NA,NA,NA
41,heter_581,16,NA,NA,NA,NA,NA,NA,NA
42,heter_583,11,NA,NA,NA,NA,NA,NA,NA
42,heter_584,18,NA,NA,NA,NA,NA,NA,NA
43,heter_580,14,NA,NA,NA,NA,NA,NA,NA
43,heter_588,11,NA,NA,NA,NA,NA,NA,NA
44,heter_581,20,NA,NA,NA,NA,NA,NA,NA
44,heter_585,10,NA,NA,NA,NA,NA,NA,NA
45,heter_585,1,NA,NA,NA,NA,NA,NA,NA
45,heter_577,7,NA,NA,NA,NA,NA,NA,NA
46,heter_578,9,NA,NA,NA,NA,NA,NA,NA
46,heter_579,5,NA,NA,NA,NA,NA,NA,NA
47,heter_580,1,NA,NA,NA,NA,NA,NA,NA
47,heter_585,7,NA,NA,NA,NA,NA,NA,NA
48,heter_586,1,NA,NA,NA,NA,NA,NA,NA
48,heter_578,13,NA,NA,NA,NA,NA,NA,NA
49,heter_584,8,NA,NA,NA,NA,NA,NA,NA
49,heter_579,15,NA,NA,NA,NA,NA,NA,NA
50,heter_581,15,NA,NA,NA,NA,NA,NA,NA
50,heter_584,1,NA,NA,NA,NA,NA,NA,NA
51,heter_586,10,NA,NA,NA,NA,NA,NA,NA
51,heter_588,9,NA,NA,NA,NA,NA,NA,NA
52,heter_578,18,NA,NA,NA,NA,NA,NA,NA
52,heter_587,16,NA,NA,NA,NA,NA,NA,NA
53,heter_581,14,NA,NA,NA,NA,NA,NA,NA
53,heter_579,5,NA,NA,NA,NA,NA,NA,NA
54,heter_578,15,NA,NA,NA,NA,NA,NA,NA
54,heter_588,18,NA,NA,NA,NA,NA,NA,NA
55,heter_587,7,NA,NA,NA,NA,NA,NA,NA
55,heter_578,19,NA,NA,NA,NA,NA,NA,NA
56,heter_581,19,NA,NA,NA,NA,NA,NA,NA
56,heter_579,5,NA,NA,NA,NA,NA,NA,NA
57,heter_581,5,NA,NA,NA,NA,NA,NA,NA
57,heter_578,3,NA,NA,NA,NA,NA,NA,NA
58,heter_588,11,NA,NA,NA,NA,NA,NA,NA
58,heter_584,18,NA,NA,NA,NA,NA,NA,NA
59,heter_586,19,NA,NA,NA,NA,NA,NA,NA
59,heter_584,12,NA,NA,NA,NA,NA,NA,NA
60,heter_579,17,NA,NA,NA,NA,NA,NA,NA
60,heter_588,5,NA,NA,NA,NA,NA,NA,NA
61,heter_586,12,NA,NA,NA,NA,NA,NA,NA
61,heter_585,6,NA,NA,NA,NA,NA,NA,NA
62,heter_580,6,NA,NA,NA,NA,NA,NA,NA
62,heter_588,20,NA,NA,NA,NA,NA,NA,NA
63,heter_577,17,NA,NA,NA,NA,NA,NA,NA
63,heter_580,16,NA,NA,NA,NA,NA,NA,NA
64,heter_577,7,NA,NA,NA,NA,NA,NA,NA
64,heter_584,11,NA,NA,NA,NA,NA,NA,NA
65,heter_580,11,NA,NA,NA,NA,NA,NA,NA
65,heter_577,3,NA,NA,NA,NA,NA,NA,NA
66,heter_585,16,NA,NA,NA,NA,NA,NA,NA
66,heter_587,13,NA,NA,NA,NA,NA,NA,NA
67,heter_586,15,NA,NA,NA,NA,NA,NA,NA
67,heter_581,7,NA,NA,NA,NA,NA,NA,NA
68,heter_585,2,NA,NA,NA,NA,NA,NA,NA
68,heter_587,10,NA,NA,NA,NA,NA,NA,NA
69,heter_577,15,NA,NA,NA,NA,NA,NA,NA
69,heter_586,4,NA,NA,NA,NA,NA,NA,NA
70,heter_577,5,NA,NA,NA,NA,NA,NA,NA
70,heter_586,18,NA,NA,NA,NA,NA,NA,NA
71,heter_578,20,NA,NA,NA,NA,NA,NA,NA
71,heter_588,13,NA,NA,NA,NA,NA,NA,NA
72,heter_585,19,NA,NA,NA,NA,NA,NA,NA
72,heter_586,1,NA,NA,NA,NA,NA,NA,NA
73,heter_583,7,NA,NA,NA,NA,NA,NA,NA
73,heter_586,3,NA,NA,NA,NA,NA,NA,NA
74,heter_581,2,NA,NA,NA,NA,NA,NA,NA
74,heter_582,9,NA,NA,NA,NA,NA,NA,NA
75,heter_582,16,NA,NA,NA,NA,NA,NA,NA
75,heter_580,5,NA,NA,NA,NA,NA,NA,NA
76,heter_579,4,NA,NA,NA,NA,NA,NA,NA
76,heter_581,19,NA,NA,NA,NA,NA,NA,NA
77,heter_586,14,NA,NA,NA,NA,NA,NA,NA
77,heter_588,8,NA,NA,NA,NA,NA,NA,NA
78,heter_586,15,NA,NA,NA,NA,NA,NA,NA
78,heter_584,5,NA,NA,NA,NA,NA,NA,NA
79,heter_587,9,NA,NA,NA,NA,NA,NA,NA
79,heter_586,8,NA,NA,NA,NA,NA,NA,NA
80,heter_583,10,NA,NA,NA,NA,NA,NA,NA
80,heter_586,7,NA,NA,NA,NA,NA,NA,NA
81,heter_581,15,NA,NA,NA,NA,NA,NA,NA
81,heter_582,2,NA,NA,NA,NA,NA,NA,NA
82,heter_581,7,NA,NA,NA,NA,NA,NA,NA
82,heter_586,3,NA,NA,NA,NA,NA,NA,NA
83,heter_585,17,NA,NA,NA,NA,NA,NA,NA
83,heter_583,13,NA,NA,NA,NA,NA,NA,NA
84,heter_581,13,NA,NA,NA,NA,NA,NA,NA
84,heter_583,12,NA,NA,NA,NA,NA,NA,NA
85,heter_584,18,NA,NA,NA,NA,NA,NA,NA
85,heter_577,17,NA,NA,NA,NA,NA,NA,NA
86,heter_584,9,NA,NA,NA,NA,NA,NA,NA
86,heter_578,16,NA,NA,NA,NA,NA,NA,NA
87,heter_587,17,NA,NA,NA,NA,NA,NA,NA
87,heter_588,14,NA,NA,NA,NA,NA,NA,NA
88,heter_583,4,NA,NA,NA,NA,NA,NA,NA
88,heter_577,10,NA,NA,NA,NA,NA,NA,NA
89,heter_587,7,NA,NA,NA,NA,NA,NA,NA
89,heter_578,3,NA,NA,NA,NA,NA,NA,NA
90,heter_588,16,NA,NA,NA,NA,NA,NA,NA
90,heter_587,9,NA,NA,NA,NA,NA,NA,NA
91,heter_583,19,NA,NA,NA,NA,NA,NA,NA
91,heter_584,6,NA,NA,NA,NA,NA,NA,NA
92,heter_586,11,NA,NA,NA,NA,NA,NA,NA
92,heter_582,3,NA,NA,NA,NA,NA,NA,NA
93,heter_584,4,NA,NA,NA,NA,NA,NA,NA
93,heter_583,19,NA,NA,NA,NA,NA,NA,NA
94,heter_585,13,NA,NA,NA,NA,NA,NA,NA
94,heter_581,9,NA,NA,NA,NA,NA,NA,NA
95,heter_587,15,NA,NA,NA,NA,NA,NA,NA
95,heter_588,18,NA,NA,NA,NA,NA,NA,NA
96,heter_579,2,NA,NA,NA,NA,NA,NA,NA
96,heter_585,9,NA,NA,NA,NA,NA,NA,NA
97,heter_587,18,NA,NA,NA,NA,NA,NA,NA
97,heter_583,5,NA,NA,NA,NA,NA,NA,NA
98,heter_584,17,NA,NA,NA,NA,NA,NA,NA
98,heter_583,6,NA,NA,NA,NA,NA,NA,NA
99,heter_584,19,NA,NA,NA,NA,NA,NA,NA
99,heter_585,3,NA,NA,NA,NA,NA,NA,NA
100,heter_578,2,NA,NA,NA,NA,NA,NA,NA
100,heter_585,19,NA,NA,NA,NA,NA,NA,NA
101,heter_578,9,NA,NA,NA,NA,NA,NA,NA
101,heter_580,3,NA,NA,NA,NA,NA,NA,NA
102,heter_581,3,NA,NA,NA,NA,NA,NA,NA
102,heter_577,15,NA,NA,NA,NA,NA,NA,NA
103,heter_579,8,NA,NA,NA,NA,NA,NA,NA
103,heter_585,5,NA,NA,NA,NA,NA,NA,NA
104,heter_579,12,NA,NA,NA,NA,NA,NA,NA
104,heter_588,6,NA,NA,NA,NA,NA,NA,NA
105,heter_580,9,NA,NA,NA,NA,NA,NA,NA
105,heter_588,3,NA,NA,NA,NA,NA,NA,NA
106,heter_579,13,NA,NA,NA,NA,NA,NA,NA
106,heter_585,18,NA,NA,NA,NA,NA,NA,NA
107,heter_587,11,NA,NA,NA,NA,NA,NA,NA
107,heter_581,14,NA,NA,NA,NA,NA,NA,NA
108,heter_583,14,NA,NA,NA,NA,NA,NA,NA
108,heter_579,5,NA,NA,NA,NA,NA,NA,NA
109,heter_578,4,NA,NA,NA,NA,NA,NA,NA
109,heter_582,9,NA,NA,NA,NA,NA,NA,NA
110,heter_586,10,NA,NA,NA,NA,NA,NA,NA
110,heter_582,11,NA,NA,NA,NA,NA,NA,NA
111,heter_580,1,NA,NA,NA,NA,NA,NA,NA
111,heter_582,11,NA,NA,NA,NA,NA,NA,NA
112,heter_578,13,NA,NA,NA,NA,NA,NA,NA
112,heter_586,14,NA,NA,NA,NA,NA,NA,NA
113,heter_584,14,NA,NA,NA,NA,NA,NA,NA
113,heter_588,19,NA,NA,NA,NA,NA,NA,NA
114,heter_587,12,NA,NA,NA,NA,NA,NA,NA
114,heter_583,9,NA,NA,NA,NA,NA,NA,NA
115,heter_582,5,NA,NA,NA,NA,NA,NA,NA
115,heter_587,17,NA,NA,NA,NA,NA,NA,NA
116,heter_586,16,NA,NA,NA,NA,NA,NA,NA
116,heter_578,15,NA,NA,NA,NA,NA,NA,NA
117,heter_586,11,NA,NA,NA,NA,NA,NA,NA
117,heter_577,8,NA,NA,NA,NA,NA,NA,NA
118,heter_582,2,NA,NA,NA,NA,NA,NA,NA
118,heter_583,15,NA,NA,NA,NA,NA,NA,NA
119,heter_583,7,NA,NA,NA,NA,NA,NA,NA
119,heter_581,10,NA,NA,NA,NA,NA,NA,NA
120,heter_584,17,NA,NA,NA,NA,NA,NA,NA
120,heter_581,18,NA,NA,NA,NA,NA,NA,NA
121,heter_587,9,NA,NA,NA,NA,NA,NA,NA
121,heter_581,17,NA,NA,NA,NA,NA,NA,NA
122,heter_586,5,NA,NA,NA,NA,NA,NA,NA
122,heter_577,18,NA,NA,NA,NA,NA,NA,NA
123,heter_580,20,NA,NA,NA,NA,NA,NA,NA
123,heter_587,17,NA,NA,NA,NA,NA,NA,NA
