page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,x_dist,e_dist,e_sigma,name,k,n,effect_size,answer,detect,conventional_p_value,p_value,weigthed_detect,prop_detect
24,16117.5,37,20,0,0,NA,NA,613b4e06c9c5b25b183f52dd,25-39,Honours Degree,She,Yes,371,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,lognormal,normal,1,heter_371,20,50,3.3382231832469476,2,FALSE,0.03713288243585904,1,0,0
5,64471,38,1,15,1,Shape,Extremely,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,492,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,even_discrete,normal,1,heter_492,20,300,428.0842207039001,15,TRUE,8.317783307243385e-17,2.4000000000001798e-4,1,1
6,51297.60000002384,38,2,3,1,Cluster(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,282,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_282,20,300,4.1551607897095835,6,FALSE,0.017146833557961507,1,0,0
7,36833.10000002384,38,3,2,1,Cluster(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,390,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,normal,normal,1,heter_390,20,50,0,16,FALSE,0.28197704634251375,1,0,0
8,94210.89999997616,38,4,9,1,Outlier(s),Slightly,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,342,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,lognormal,normal,1,heter_342,20,50,10.96783073150887,2,FALSE,2.030468797231325e-4,1,0,0
9,50343,38,5,14,1,Cluster(s),Very,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,178,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,uniform,normal,1,heter_178,20,300,133.24938788738464,14,TRUE,3.78366492338713e-12,2.4000000000001798e-4,1,1
10,76967.09999996424,38,6,9,1,Cluster(s),Slightly,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,301,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_301,20,50,9.945519826996371,20,FALSE,0.10965640556234993,1,0,0
11,105410.10000002384,38,7,8,1,Cluster(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,53,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,even_discrete,normal,1,heter_53,20,100,33.49104110930664,8,TRUE,2.483439774787187e-5,0.015859999999999985,1,0.6666666666666666
12,43948.80000001192,38,8,5,1,Shape,Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,86,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,uniform,normal,1,heter_86,20,50,0.33893118456539995,13,FALSE,0.0032918673215784084,1,0,0
13,95478.60000002384,38,9,3,1,Cluster(s),Very,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,237,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,lognormal,normal,1,heter_237,20,100,0,14,FALSE,0.7995444213973366,1,0,0
14,51228.5,38,10,13,1,Cluster(s),Slightly,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,241,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,normal,normal,1,heter_241,20,100,80.07606547270544,13,TRUE,0.034770920465008584,0.012519999999999976,1,0.625
15,31427.30000001192,38,11,13,1,Cluster(s),Extremely,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,585,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_585,20,300,419.3691395529138,13,TRUE,1.0871527441098461e-13,0,1,0.9242424242424242
16,82295.19999998808,38,12,6_8_5,3,Cluster(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,82,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_82,20,300,5.741352276826916,14,FALSE,0.03982933717422011,1,0,0
17,48465.5,38,13,2_19,2,Outlier(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,530,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_530,20,100,12.997421898802468,2,TRUE,2.2803188326184782e-4,0.006800000000000028,0.5,0.75
18,56620.80000001192,38,14,15,1,Outlier(s),Extremely,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,388,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,lognormal,normal,1,heter_388,20,50,93.65619862453634,16,FALSE,0.2904997123656937,0.14088,0,0.25
19,25596.200000047684,38,15,5,1,Shape,Very,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,218,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_218,20,100,102.84614982541434,5,TRUE,3.777540804703207e-8,0.0034399999999999986,1,1
20,79148.10000002384,38,16,18_8_5,3,Outlier(s),Very,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,339,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,uniform,normal,1,heter_339,20,50,37.5428819357818,6,FALSE,0.049593103223819636,1,0,0
21,38131,38,17,14_18_17,3,Outlier(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,316,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,even_discrete,normal,1,heter_316,20,100,2.8154848488339823,13,FALSE,0.6036992302478222,1,0,0
22,166254.89999997616,38,18,20,1,Shape,Very,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,586,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_586,20,300,506.8521557462393,20,TRUE,9.85856178470804e-11,0,1,0.9340659340659341
23,78273,38,19,18_7_2,3,Cluster(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,125,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,lognormal,normal,1,heter_125,20,100,5.951027481776073,19,FALSE,0.3329550151155778,1,0,0
24,19327.600000023842,38,20,17,1,Cluster(s),Moderately,613b30922b73c141c55236ac,25-39,Masters Degree,He,No,156,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_156,20,300,236.91854519145096,17,TRUE,4.48203489428099e-8,0.09526000000000001,1,0.5
5,20873.800000071526,39,1,20,1,Shape,Moderately,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,22,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,even_discrete,normal,1,heter_22,20,300,226.81279524354449,20,TRUE,4.629803062564603e-15,8.400000000000629e-4,1,0.75
6,14755.399999976158,39,2,20,1,Cluster(s),Extremely,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,223,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_223,20,300,194.00297256174426,20,TRUE,4.0505642436868864e-19,0.0034399999999999986,1,1
7,46204.59999990463,39,3,18,1,Cluster(s),Moderately,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,11,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,normal,normal,1,heter_11,20,100,0,8,FALSE,0.5531151277637854,1,0,0
8,21631.899999976158,39,4,0,0,NA,NA,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,206,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,uniform,normal,1,heter_206,20,100,64.70748880017929,8,FALSE,0.002842847449471361,1,0,0
9,14387.5,39,5,1,1,Cluster(s),Slightly,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,92,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_92,20,300,115.82791881327395,1,TRUE,9.413180092709928e-6,0.006800000000000028,1,0.75
10,21611.600000023842,39,6,1,1,Cluster(s),Slightly,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,350,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,uniform,normal,1,heter_350,20,50,11.41718381644511,9,FALSE,0.7414876916452823,1,0,0
11,10912,39,7,1,1,Cluster(s),Moderately,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,570,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_570,20,50,35.07604303311521,1,TRUE,3.3323897980762664e-05,0.22762000000000004,1,0.3333333333333333
12,30405.799999952316,39,8,20,1,Cluster(s),Not at all,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,396,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_396,20,50,1.8109216831601707,9,FALSE,0.13159186221240649,1,0,0
13,11653.699999928474,39,9,1,1,Shape,Slightly,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,43,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,even_discrete,normal,1,heter_43,20,50,62.08731562467561,1,TRUE,0.002391221928078629,0.0034399999999999986,1,1
14,10381.299999952316,39,10,12,1,Shape,Moderately,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,493,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_493,20,100,24.575103610015514,15,FALSE,0.03886052306891851,0.14122,0,0.35
15,11241.699999928474,39,11,20,1,Cluster(s),Extremely,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,586,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_586,20,300,506.8521557462393,20,TRUE,9.85856178470804e-11,0,1,0.9340659340659341
16,11641.299999952316,39,12,0,0,NA,NA,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,473,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_473,20,100,41.14634195025247,7,FALSE,2.2178838289547165e-4,1,0,0
17,5598,39,13,12,1,Cluster(s),Moderately,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,367,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_367,20,50,44.84925969007742,12,TRUE,6.271651851323639e-4,0.0034399999999999986,1,1
18,7528.5,39,14,19,1,Shape,Extremely,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,577,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_577,20,300,429.7930957097183,19,TRUE,4.862204092790415e-13,0,1,0.8166666666666667
19,19825,39,15,1,1,Shape,Not at all,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,410,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,lognormal,normal,1,heter_410,20,300,415.58046376819664,17,FALSE,0.003705003035039291,1,0,0
20,12856.5,39,16,7,1,Cluster(s),Slightly,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,325,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_325,20,100,1.213340696016175,19,FALSE,0.25976003683287635,1,0,0
21,15728.600000023842,39,17,0,0,NA,NA,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,98,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_98,20,50,1.7368429075008365,1,FALSE,0.4908418013950341,1,0,0
22,11235.700000047684,39,18,10,1,Cluster(s),Slightly,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,74,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_74,20,300,38.514886097659414,2,FALSE,1.3557777790443338e-5,1,0,0
23,17834.599999904633,39,19,0,0,NA,NA,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,407,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,lognormal,normal,1,heter_407,20,300,4.044694964306018,19,FALSE,0.8558204345655566,1,0,0
24,7786.799999952316,39,20,3,1,Cluster(s),Very,5f62e7e5522ec5244b96f157,18-24,Diploma and Bachelor Degree,He,No,540,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,uniform,normal,1,heter_540,20,100,148.43191170012494,3,TRUE,9.386275921417278e-8,0.0034399999999999986,1,1
5,28731.59999999404,40,1,0,0,NA,NA,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,406,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,even_discrete,normal,1,heter_406,20,100,10.369230007977258,3,FALSE,0.008839025234141285,1,0,0
6,15805.70000000298,40,2,16,1,Cluster(s),Moderately,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,336,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,uniform,normal,1,heter_336,20,100,27.905579487062454,15,FALSE,4.410849582888962e-4,1,0,0
7,13286.59999999404,40,3,12,1,Cluster(s),Very,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,356,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_356,20,100,94.25273249436083,16,FALSE,0.002516763929783869,1,0,0.025
8,11675.09999999404,40,4,18,1,Cluster(s),Extremely,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,575,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,uniform,normal,1,heter_575,20,300,180.335543024807,18,TRUE,2.6545397070780972e-12,0.05025999999999997,1,1
9,13218.20000000298,40,5,12,1,Outlier(s),Moderately,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,106,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,lognormal,normal,1,heter_106,20,50,0,6,FALSE,0.048041639159193066,1,0,0
10,9507.59999999404,40,6,16,1,Cluster(s),Very,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,329,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,normal,normal,1,heter_329,20,50,8.71382992707644,16,TRUE,4.890730968817803e-4,0.0034399999999999986,1,1
11,11268.20000000298,40,7,0,0,NA,NA,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,138,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_138,20,300,4.732187619090425,11,FALSE,0.007541121421173911,1,0,0
12,12493.90000000596,40,8,18,1,Shape,Slightly,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,131,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,lognormal,normal,1,heter_131,20,50,36.57270686890975,18,TRUE,3.1654652227207445e-4,0.09526000000000001,1,0.5
13,16002.79999999702,40,9,1,1,Outlier(s),Slightly,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,232,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_232,20,50,1.2203776103066026,8,FALSE,0.4418565203432314,1,0,0
14,7438.9000000059605,40,10,20,1,Shape,Extremely,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,586,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_586,20,300,506.8521557462393,20,TRUE,9.85856178470804e-11,0,1,0.9340659340659341
15,21526.39999999106,40,11,10,1,Outlier(s),Slightly,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,193,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,lognormal,normal,1,heter_193,20,300,233.88768082062143,7,FALSE,0.003183021608057285,1,0,0
16,9655.90000000596,40,12,20,1,Shape,Slightly,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,320,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,lognormal,normal,1,heter_320,20,100,0.4110650718907749,10,FALSE,0.33077438757946204,1,0,0
17,12861,40,13,5,1,Outlier(s),Moderately,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,7,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_7,20,50,72.18102071849457,1,FALSE,1.0136573177886777e-4,1,0,0
18,11477.29999999702,40,14,12,1,Shape,Slightly,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,278,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,normal,normal,1,heter_278,20,50,6.553463112949014,14,FALSE,0.2951079918545143,1,0,0
19,8511.300000011921,40,15,4,1,Shape,Moderately,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,252,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,uniform,normal,1,heter_252,20,100,140.67719047209323,4,TRUE,4.723845326407525e-7,0.0034399999999999986,1,1
20,14103.79999999702,40,16,5,1,Outlier(s),Slightly,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,158,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_158,20,50,24.452759761639985,14,FALSE,0.02609312377351775,1,0,0
21,11060.60000000894,40,17,0,0,NA,NA,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,58,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_58,20,100,92.54342100450745,3,FALSE,8.044385991340361e-4,0.33743999999999996,0,0.125
22,8089.300000011921,40,18,10,1,Shape,Moderately,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,64,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_64,20,300,194.81353187824007,10,TRUE,2.6626233083512248e-11,0.05025999999999997,1,1
23,11585.59999999404,40,19,5,1,Shape,Slightly,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,99,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_99,20,300,39.87934474703883,5,TRUE,2.0664557184997577e-7,0.009780000000000011,1,0.6666666666666666
24,8728.70000000298,40,20,3,1,Shape,Extremely,603541012bb2d79bcd0a7d25,18-24,Diploma and Bachelor Degree,She,No,579,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_579,20,300,515.4548126879217,3,TRUE,1.7395653817271618e-12,1.1102230246251565e-16,1,0.9318181818181818
5,26322.79999999702,41,1,11,1,Shape,Very,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,587,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_587,20,300,509.81871622674197,11,TRUE,6.357507847382139e-12,0,1,0.8571428571428571
6,28104.89999999851,41,2,4,1,Cluster(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,391,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_391,20,300,121.42171123828064,4,TRUE,2.5423657640297855e-12,0.14122,1,0.3333333333333333
7,37330.90000000596,41,3,0,0,NA,NA,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,265,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_265,20,100,0,17,FALSE,0.4876067734270351,1,0,0
8,22257.40000000596,41,4,5,1,Outlier(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,15,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,lognormal,normal,1,heter_15,20,50,31.470459438945685,14,FALSE,0.15774265297030113,1,0,0
9,20274,41,5,16_18,2,Outlier(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,270,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,uniform,normal,1,heter_270,20,50,0.4582666114459215,3,FALSE,0.14207166419206887,1,0,0
10,42339,41,6,16_20,2,Cluster(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,488,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,normal,normal,1,heter_488,20,100,14.451527518956716,16,TRUE,4.4242966481015764e-5,0.0010000000000000009,0.5,0.6666666666666666
11,17102.89999999851,41,7,1,1,Shape,Very,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,581,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_581,20,300,415.23401690678276,1,TRUE,1.6322489776530908e-14,0,1,0.9027777777777778
12,38269.09999999404,41,8,7,1,Shape,Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,487,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,even_discrete,normal,1,heter_487,20,100,133.51755041282098,13,FALSE,1.195132956274545e-6,1,0,0
13,16518,41,9,5,1,Cluster(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,529,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,normal,normal,1,heter_529,20,50,20.727239469279905,5,TRUE,0.0011989411883823807,2.4000000000001798e-4,1,1
14,21258.10000000149,41,10,19,1,Shape,Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,260,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,normal,normal,1,heter_260,20,50,67.19196055217367,19,TRUE,3.0317668147319347e-4,0.21867999999999999,1,0.25
15,16981.19999999553,41,11,3,1,Cluster(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,426,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,lognormal,normal,1,heter_426,20,100,15.033980481498535,3,TRUE,9.830154267031761e-4,0.0034399999999999986,1,1
16,23646.80000000447,41,12,13_14_15,3,Cluster(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,330,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_330,20,50,5.918924811962492,13,TRUE,0.12001854711035312,0.26476,0.3333333333333333,0.1111111111111111
17,34484.39999999851,41,13,19_17_18,3,Outlier(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,295,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,even_discrete,normal,1,heter_295,20,50,0,11,FALSE,0.6150387968900477,1,0,0
18,50221.19999999553,41,14,15,1,Outlier(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,93,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,even_discrete,normal,1,heter_93,20,100,10.98108255359201,10,FALSE,0.15781729632123465,1,0,0
19,15594.09999999404,41,15,0,0,NA,NA,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,563,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_563,20,100,2.3072583327135234,11,FALSE,0.13013717178904807,1,0,0
20,18717.10000000149,41,16,5_7,2,Shape,Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,101,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,uniform,normal,1,heter_101,20,300,266.6147487619226,5,TRUE,1.8349671556362727e-9,0.03317999999999999,0.5,0.35
21,19569.90000000596,41,17,15_2_17,3,Outlier(s),Slightly,615e25a2ad4fdb2fe4530c9d,18-24,Diploma and Bachelor Degree,He,No,476,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_476,20,300,91.338689400757,9,FALSE,0.018775149863329878,1,0,0
