a,b,c,x_dist,x_mu,x_sigma,z_discrete,z_discrete_dist,z_n,e_dist,e_df,e_sigma,n,model,statistics,pvalue,answer
0.48331027664244175,-1.2535987948067486,0.5250372679438442,normal,0,0.3,TRUE,discrete_uniform,10,normal,NA,0.25,300,higher order,10.89928924966046,2.98480929697219e-8,TRUE
0.7304792236536741,-1.139571210835129,0.9797672950662673,uniform,0,0.6,TRUE,discrete_uniform,9,normal,NA,0.5,100,higher order,16.806420519389974,2.1202037546776218e-10,TRUE
-2.293121115770191,2.7217560689896345,4.127510320395231,neglognormal,0,0.6,TRUE,discrete_uniform,3,normal,NA,2,300,higher order,6920.913722125229,2.7716851300909816e-272,TRUE
1.782109597697854,-0.019979769363999367,3.821268839528784,uniform,0,0.6,FALSE,discrete_uniform,9,normal,NA,1,50,higher order,806.3348854303573,8.09516536445431e-40,TRUE
0.7635318143293262,0.7308084606193006,3.6776016070507467,normal,0,0.3,TRUE,discrete_uniform,9,normal,NA,2,100,higher order,187.12004793472735,1.4024276516089546e-43,TRUE
1.3808847893960774,-2.058880657888949,2.320282986620441,lognormal,0,0.6,TRUE,discrete_uniform,3,normal,NA,2,100,higher order,42.44681802429405,1.9694794211091485e-17,TRUE
1.374126504175365,1.7841063514351845,1.7435874172952026,uniform,0,0.6,FALSE,discrete_uniform,10,normal,NA,0.5,100,higher order,310.4057479782475,7.100536221053089e-53,TRUE
-2.6498285830020905,0.5770593769848347,3.079816725803539,lognormal,0,0.6,TRUE,discrete_uniform,9,normal,NA,0.25,100,higher order,36936.95316971191,6.538021221202682e-148,TRUE
0.7014559018425643,1.8950142357498407,4.048871832201257,neglognormal,0,0.6,TRUE,discrete_uniform,5,normal,NA,0.25,50,higher order,44066.60641047121,4.750389059890939e-77,TRUE
0.63777638040483,-2.895040196366608,2.3001717252191156,lognormal,0,0.6,FALSE,discrete_uniform,4,normal,NA,2,100,higher order,168.10262832455462,1.1351750390835172e-41,TRUE
1.4996274998411536,-2.6535497596487403,2.5007345934864134,lognormal,0,0.6,FALSE,discrete_uniform,4,normal,NA,1,50,higher order,527.9263562876695,6.245290517356279e-36,TRUE
-2.824006029870361,1.7611303157173097,0.8825393219012767,neglognormal,0,0.6,FALSE,discrete_uniform,10,normal,NA,0.25,300,higher order,679.1271259805782,8.339300867882356e-147,TRUE
-1.393389222677797,0.7768855593167245,0.32252387842163444,neglognormal,0,0.6,TRUE,discrete_uniform,7,normal,NA,2,50,higher order,0.4762178578973652,0.7529357241378327,FALSE
1.2960004205815494,2.151780762244016,3.555962046375498,lognormal,0,0.6,TRUE,discrete_uniform,3,normal,NA,0.5,100,higher order,10811.136502755078,3.569546821121904e-119,TRUE
2.3030915474519134,-1.9579162183217704,3.8615429226774722,uniform,0,0.6,FALSE,discrete_uniform,9,normal,NA,0.5,300,higher order,107452.79289108081,0,TRUE
2.055877233389765,1.1608553272671998,0.3445970150642097,normal,0,0.3,TRUE,discrete_uniform,5,normal,NA,1,50,higher order,2.0282513687660595,0.10736024808790876,FALSE
0.8301071240566671,-2.3889295449480414,3.7273599905893207,uniform,0,0.6,TRUE,discrete_uniform,10,normal,NA,1,50,higher order,206.1221888233014,1.8967401440268596e-27,TRUE
0.3260910208337009,0.925427857786417,1.387442002305761,normal,0,0.3,FALSE,discrete_uniform,4,normal,NA,0.5,50,higher order,8.864599358106961,2.5994678729958398e-5,TRUE
-0.49860749719664454,1.227304622065276,0.8414850500412285,uniform,0,0.6,TRUE,discrete_uniform,4,normal,NA,2,300,higher order,4.088494165116276,0.0030626079436630155,FALSE
0.6557853184640408,0.5057270033285022,2.2097572835627943,lognormal,0,0.6,TRUE,discrete_uniform,4,normal,NA,0.25,300,higher order,3668.75242702314,7.849415114701007e-249,TRUE
0.26879444578662515,-0.6758157005533576,1.4335320552345365,neglognormal,0,0.6,FALSE,discrete_uniform,10,normal,NA,1,50,higher order,3.198432653159516,0.021930227662622735,FALSE
1.8788513126783073,2.341299050487578,0.5780908174347132,lognormal,0,0.6,FALSE,discrete_uniform,7,normal,NA,0.5,50,higher order,2.958395387761383,0.03029287845450032,FALSE
0.6780412564985454,-1.324141656048596,2.5718129507731646,normal,0,0.3,FALSE,discrete_uniform,3,normal,NA,1,100,higher order,388.5284003260429,4.0626693286728595e-57,TRUE
-1.6063329032622278,2.729812632780522,0.5103947187308222,neglognormal,0,0.6,TRUE,discrete_uniform,3,normal,NA,0.5,300,higher order,11.72398256988127,2.813803216497953e-7,TRUE
-1.2985764280892909,0.2057787193916738,2.309044048888609,normal,0,0.3,TRUE,discrete_uniform,4,normal,NA,0.5,100,higher order,245.02399390491627,1.7699220363269792e-48,TRUE
0.1015222636051476,-2.6813865657895803,1.0158792207948864,neglognormal,0,0.6,FALSE,discrete_uniform,10,normal,NA,0.25,50,higher order,52.68471508667466,5.020101302025037e-16,FALSE
-0.659845445305109,0.5157384183257818,2.4174473655875772,lognormal,0,0.6,TRUE,discrete_uniform,4,normal,NA,0.25,300,higher order,15.364487367938324,2.02532775995111e-11,TRUE
2.972586203366518,-0.5910429381765425,0.46658735955134034,normal,0,0.3,TRUE,discrete_uniform,5,normal,NA,2,100,higher order,3.9091666950563133,0.005593049274354012,FALSE
-2.3560108901001513,-1.5294659938663244,0.2251850627362728,neglognormal,0,0.6,TRUE,discrete_uniform,4,normal,NA,0.5,100,higher order,23.726876963495275,1.5309926357681352e-13,TRUE
