subject,lineup_id,order,shape,n,x_dist,e_sigma,rep
26,578,16,2,300,uniform,0.125,1
26,579,18,3,300,uniform,0.125,1
27,579,17,3,300,uniform,0.125,1
27,582,5,2,300,uniform,0.125,2
28,583,15,3,300,uniform,0.125,2
28,581,13,1,300,uniform,0.125,2
29,587,8,3,300,uniform,0.125,3
29,577,11,1,300,uniform,0.125,1
30,583,5,3,300,uniform,0.125,2
30,578,3,2,300,uniform,0.125,1
31,581,7,1,300,uniform,0.125,2
31,582,10,2,300,uniform,0.125,2
32,588,6,4,300,uniform,0.125,3
32,580,19,4,300,uniform,0.125,1
33,579,3,3,300,uniform,0.125,1
33,585,10,1,300,uniform,0.125,3
34,580,2,4,300,uniform,0.125,1
34,586,5,2,300,uniform,0.125,3
35,588,4,4,300,uniform,0.125,3
35,582,1,2,300,uniform,0.125,2
36,581,4,1,300,uniform,0.125,2
36,587,9,3,300,uniform,0.125,3
37,588,2,4,300,uniform,0.125,3
37,584,16,4,300,uniform,0.125,2
38,585,11,1,300,uniform,0.125,3
38,586,18,2,300,uniform,0.125,3
39,577,14,1,300,uniform,0.125,1
39,586,11,2,300,uniform,0.125,3
40,579,20,3,300,uniform,0.125,1
40,586,10,2,300,uniform,0.125,3
41,587,1,3,300,uniform,0.125,3
41,581,7,1,300,uniform,0.125,2
42,583,9,3,300,uniform,0.125,2
42,584,5,4,300,uniform,0.125,2
43,580,1,4,300,uniform,0.125,1
43,588,7,4,300,uniform,0.125,3
44,581,1,1,300,uniform,0.125,2
44,585,13,1,300,uniform,0.125,3
45,585,8,1,300,uniform,0.125,3
45,577,15,1,300,uniform,0.125,1
46,578,15,2,300,uniform,0.125,1
46,579,1,3,300,uniform,0.125,1
47,580,10,4,300,uniform,0.125,1
47,585,9,1,300,uniform,0.125,3
48,586,18,2,300,uniform,0.125,3
48,578,16,2,300,uniform,0.125,1
49,584,14,4,300,uniform,0.125,2
49,579,5,3,300,uniform,0.125,1
50,581,15,1,300,uniform,0.125,2
50,584,18,4,300,uniform,0.125,2
51,586,7,2,300,uniform,0.125,3
51,588,19,4,300,uniform,0.125,3
52,578,19,2,300,uniform,0.125,1
52,587,5,3,300,uniform,0.125,3
53,581,5,1,300,uniform,0.125,2
53,579,3,3,300,uniform,0.125,1
54,578,11,2,300,uniform,0.125,1
54,588,18,4,300,uniform,0.125,3
55,587,19,3,300,uniform,0.125,3
55,578,12,2,300,uniform,0.125,1
56,581,17,1,300,uniform,0.125,2
56,579,5,3,300,uniform,0.125,1
57,581,12,1,300,uniform,0.125,2
57,578,6,2,300,uniform,0.125,1
58,588,6,4,300,uniform,0.125,3
58,584,20,4,300,uniform,0.125,2
59,586,17,2,300,uniform,0.125,3
59,584,16,4,300,uniform,0.125,2
60,579,7,3,300,uniform,0.125,1
60,588,11,4,300,uniform,0.125,3
61,586,11,2,300,uniform,0.125,3
61,585,3,1,300,uniform,0.125,3
62,580,16,4,300,uniform,0.125,1
62,588,13,4,300,uniform,0.125,3
63,577,15,1,300,uniform,0.125,1
63,580,7,4,300,uniform,0.125,1
64,577,2,1,300,uniform,0.125,1
64,584,10,4,300,uniform,0.125,2
65,580,15,4,300,uniform,0.125,1
65,577,4,1,300,uniform,0.125,1
66,585,5,1,300,uniform,0.125,3
66,587,18,3,300,uniform,0.125,3
67,586,20,2,300,uniform,0.125,3
67,581,13,1,300,uniform,0.125,2
68,585,19,1,300,uniform,0.125,3
68,587,1,3,300,uniform,0.125,3
69,577,7,1,300,uniform,0.125,1
69,586,3,2,300,uniform,0.125,3
70,577,2,1,300,uniform,0.125,1
70,586,9,2,300,uniform,0.125,3
71,578,16,2,300,uniform,0.125,1
71,588,5,4,300,uniform,0.125,3
72,585,4,1,300,uniform,0.125,3
72,586,19,2,300,uniform,0.125,3
73,583,14,3,300,uniform,0.125,2
73,586,8,2,300,uniform,0.125,3
74,581,15,1,300,uniform,0.125,2
74,582,5,2,300,uniform,0.125,2
75,582,9,2,300,uniform,0.125,2
75,580,8,4,300,uniform,0.125,1
76,579,10,3,300,uniform,0.125,1
76,581,7,1,300,uniform,0.125,2
77,586,15,2,300,uniform,0.125,3
77,588,2,4,300,uniform,0.125,3
78,586,7,2,300,uniform,0.125,3
78,584,3,4,300,uniform,0.125,2
79,587,17,3,300,uniform,0.125,3
79,586,13,2,300,uniform,0.125,3
80,583,13,3,300,uniform,0.125,2
80,586,12,2,300,uniform,0.125,3
81,581,18,1,300,uniform,0.125,2
81,582,17,2,300,uniform,0.125,2
82,581,9,1,300,uniform,0.125,2
82,586,16,2,300,uniform,0.125,3
83,585,17,1,300,uniform,0.125,3
83,583,14,3,300,uniform,0.125,2
84,581,4,1,300,uniform,0.125,2
84,583,10,3,300,uniform,0.125,2
85,584,7,4,300,uniform,0.125,2
85,577,3,1,300,uniform,0.125,1
86,584,16,4,300,uniform,0.125,2
86,578,9,2,300,uniform,0.125,1
87,587,19,3,300,uniform,0.125,3
87,588,6,4,300,uniform,0.125,3
88,583,11,3,300,uniform,0.125,2
88,577,3,1,300,uniform,0.125,1
89,587,4,3,300,uniform,0.125,3
89,578,19,2,300,uniform,0.125,1
90,588,13,4,300,uniform,0.125,3
90,587,9,3,300,uniform,0.125,3
91,583,15,3,300,uniform,0.125,2
91,584,18,4,300,uniform,0.125,2
92,586,2,2,300,uniform,0.125,3
92,582,9,2,300,uniform,0.125,2
93,584,18,4,300,uniform,0.125,2
93,583,5,3,300,uniform,0.125,2
94,585,17,1,300,uniform,0.125,3
94,581,6,1,300,uniform,0.125,2
95,587,19,3,300,uniform,0.125,3
95,588,3,4,300,uniform,0.125,3
96,579,2,3,300,uniform,0.125,1
96,585,19,1,300,uniform,0.125,3
97,587,9,3,300,uniform,0.125,3
97,583,3,3,300,uniform,0.125,2
98,584,3,4,300,uniform,0.125,2
98,583,15,3,300,uniform,0.125,2
99,584,8,4,300,uniform,0.125,2
99,585,5,1,300,uniform,0.125,3
100,578,12,2,300,uniform,0.125,1
100,585,6,1,300,uniform,0.125,3
101,578,9,2,300,uniform,0.125,1
101,580,3,4,300,uniform,0.125,1
102,581,13,1,300,uniform,0.125,2
102,577,18,1,300,uniform,0.125,1
103,579,11,3,300,uniform,0.125,1
103,585,14,1,300,uniform,0.125,3
104,579,14,3,300,uniform,0.125,1
104,588,5,4,300,uniform,0.125,3
105,580,4,4,300,uniform,0.125,1
105,588,9,4,300,uniform,0.125,3
106,579,10,3,300,uniform,0.125,1
106,585,11,1,300,uniform,0.125,3
107,587,1,3,300,uniform,0.125,3
107,581,11,1,300,uniform,0.125,2
108,583,13,3,300,uniform,0.125,2
108,579,14,3,300,uniform,0.125,1
109,578,14,2,300,uniform,0.125,1
109,582,19,2,300,uniform,0.125,2
110,586,12,2,300,uniform,0.125,3
110,582,9,2,300,uniform,0.125,2
111,580,5,4,300,uniform,0.125,1
111,582,17,2,300,uniform,0.125,2
112,578,16,2,300,uniform,0.125,1
112,586,15,2,300,uniform,0.125,3
113,584,11,4,300,uniform,0.125,2
113,588,8,4,300,uniform,0.125,3
114,587,2,3,300,uniform,0.125,3
114,583,15,3,300,uniform,0.125,2
115,582,7,2,300,uniform,0.125,2
115,587,10,3,300,uniform,0.125,3
116,586,17,2,300,uniform,0.125,3
116,578,18,2,300,uniform,0.125,1
117,586,9,2,300,uniform,0.125,3
117,577,17,1,300,uniform,0.125,1
118,582,5,2,300,uniform,0.125,2
118,583,18,3,300,uniform,0.125,2
119,583,20,3,300,uniform,0.125,2
119,581,17,1,300,uniform,0.125,2
120,584,18,4,300,uniform,0.125,2
120,581,2,1,300,uniform,0.125,2
121,587,19,3,300,uniform,0.125,3
121,581,11,1,300,uniform,0.125,2
122,586,11,2,300,uniform,0.125,3
122,577,2,1,300,uniform,0.125,1
123,580,18,4,300,uniform,0.125,1
123,587,8,3,300,uniform,0.125,3
124,583,13,3,300,uniform,0.125,2
124,581,12,1,300,uniform,0.125,2
125,586,19,2,300,uniform,0.125,3
125,579,8,3,300,uniform,0.125,1
126,581,5,1,300,uniform,0.125,2
126,587,8,3,300,uniform,0.125,3
127,578,5,2,300,uniform,0.125,1
127,588,13,4,300,uniform,0.125,3
128,577,5,1,300,uniform,0.125,1
128,587,1,3,300,uniform,0.125,3
129,586,18,2,300,uniform,0.125,3
129,581,7,1,300,uniform,0.125,2
130,584,8,4,300,uniform,0.125,2
130,587,2,3,300,uniform,0.125,3
131,579,1,3,300,uniform,0.125,1
131,587,14,3,300,uniform,0.125,3
132,587,11,3,300,uniform,0.125,3
132,583,16,3,300,uniform,0.125,2
133,581,11,1,300,uniform,0.125,2
133,580,7,4,300,uniform,0.125,1
134,584,15,4,300,uniform,0.125,2
134,581,19,1,300,uniform,0.125,2
135,584,8,4,300,uniform,0.125,2
135,585,3,1,300,uniform,0.125,3
136,584,19,4,300,uniform,0.125,2
136,580,10,4,300,uniform,0.125,1
137,577,19,1,300,uniform,0.125,1
137,582,7,2,300,uniform,0.125,2
138,583,18,3,300,uniform,0.125,2
138,585,11,1,300,uniform,0.125,3
139,581,20,1,300,uniform,0.125,2
139,585,16,1,300,uniform,0.125,3
140,577,13,1,300,uniform,0.125,1
140,587,19,3,300,uniform,0.125,3
141,585,4,1,300,uniform,0.125,3
141,584,2,4,300,uniform,0.125,2
142,578,13,2,300,uniform,0.125,1
142,583,4,3,300,uniform,0.125,2
143,588,14,4,300,uniform,0.125,3
143,583,5,3,300,uniform,0.125,2
144,580,16,4,300,uniform,0.125,1
144,588,10,4,300,uniform,0.125,3
145,581,18,1,300,uniform,0.125,2
145,583,4,3,300,uniform,0.125,2
146,585,6,1,300,uniform,0.125,3
146,582,19,2,300,uniform,0.125,2
147,578,12,2,300,uniform,0.125,1
147,586,8,2,300,uniform,0.125,3
148,578,11,2,300,uniform,0.125,1
148,577,5,1,300,uniform,0.125,1
149,582,12,2,300,uniform,0.125,2
149,581,2,1,300,uniform,0.125,2
150,581,2,1,300,uniform,0.125,2
150,578,3,2,300,uniform,0.125,1
151,588,7,4,300,uniform,0.125,3
151,587,5,3,300,uniform,0.125,3
152,579,18,3,300,uniform,0.125,1
152,588,9,4,300,uniform,0.125,3
153,586,17,2,300,uniform,0.125,3
153,577,5,1,300,uniform,0.125,1
154,585,17,1,300,uniform,0.125,3
154,578,8,2,300,uniform,0.125,1
155,588,13,4,300,uniform,0.125,3
155,586,7,2,300,uniform,0.125,3
156,584,11,4,300,uniform,0.125,2
156,587,19,3,300,uniform,0.125,3
157,577,9,1,300,uniform,0.125,1
157,584,6,4,300,uniform,0.125,2
158,583,14,3,300,uniform,0.125,2
158,587,17,3,300,uniform,0.125,3
159,588,18,4,300,uniform,0.125,3
159,585,12,1,300,uniform,0.125,3
160,583,13,3,300,uniform,0.125,2
160,581,19,1,300,uniform,0.125,2
