page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,c,x_dist,z_discrete,e_dist,e_sigma,x_mu,x_n,x_sigma,z_discrete_dist,z_n,e_df,name,k,n,effect_size,answer,detect,conventional_p_value,ori_difficulty,exp,exp_lineup_id
11,20855.199999999255,16,7,1_6_14_16,4,Outlier(s),Moderately,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,338,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,12.49931463599205,NA,neglognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_medium_16,20,100,124.9931463599205,1,TRUE,2.8320231670223896e-6,medium,1,1_338
12,19254.60000000149,16,8,10_15_2_6,4,Cluster(s),Extremely,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,192,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.41430754819884896,0.5881547452881932,0.42779975989833474,normal,TRUE,normal,0.5,0,NA,0.3,discrete_uniform,5,NA,high_hard_98,20,300,0.4696611579184035,11,FALSE,7.4438612781542e-12,hard,1,1_192
13,6094.79999999702,16,9,2,1,Shape,Extremely,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,579,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.4365884750150144,2.816419892013073,1.9271605415269732,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,10,NA,high_extremely_easy_3,20,100,1335.3474749374132,2,TRUE,3.507632911969642e-119,extremely_easy,1,1_579
14,28095.300000000745,16,10,5_11_8_20,4,Cluster(s),Slightly,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,509,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.5112770721316338,NA,discrete_uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_127,20,50,3.615274847694818,13,FALSE,0.4243828166685705,hard,1,1_509
15,11966.900000002235,16,11,1_20_9_16,4,Shape,Moderately,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,225,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6607582024298608,0.8090833118185401,1.8904345193877816,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_131,20,50,1.4216848833631528,18,FALSE,0.02182908121207564,hard,1,1_225
16,5863.5,16,12,0,0,NA,NA,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,154,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.9465762670151889,-1.334598527289927,0.8822146635502577,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_60,20,300,0.06910406477712548,1,FALSE,2.559924242306262e-6,hard,1,1_154
17,23158.800000000745,16,13,15_2_6_8_7,5,Shape,Slightly,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,426,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.6121747195720673,NA,neglognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_44,20,300,10.603177174080502,14,FALSE,7.630769996578249e-5,hard,1,1_426
18,16390.70000000298,16,14,7_2_10_18,4,Shape,Not at all,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,537,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.551835298538208,NA,neglognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_155,20,50,10.973132628810173,10,TRUE,0.11528663181211661,hard,1,1_537
19,14471.20000000298,16,15,7_20_5_17,4,Shape,Very,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,291,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,19.757010079920292,NA,neglognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_easy_3,20,300,342.2014526407239,14,FALSE,2.881327986824589e-23,easy,1,1_291
20,23383.199999999255,16,16,5_20_11_8,4,Shape,Very,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,126,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.0317411054857075,-2.523309904150665,1.5956934532150626,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,6,NA,high_hard_32,20,100,0.20236095592042427,4,FALSE,0.016410984413017308,hard,1,1_126
21,10926.79999999702,16,17,6_8_5_18,4,Shape,Not at all,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,261,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.14452013187110424,0.6560107204131782,1.1627264469861984,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_hard_167,20,50,0.027695674620027408,6,TRUE,0.8892509408486257,hard,1,1_261
22,11982.699999999255,16,18,0,0,NA,NA,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,519,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.40290631353855133,NA,discrete_uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_137,20,100,4.029063135385513,18,FALSE,0.026119675622063028,hard,1,1_519
23,13199,16,19,4_18_16_9,4,Shape,Extremely,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,25,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.60148196388036,2.751958510838449,0.22192265139892697,normal,TRUE,normal,0.25,0,NA,0.3,discrete_uniform,8,NA,high_easy_25,20,100,155.07098480262744,4,TRUE,1.3088294056313068e-88,easy,1,1_25
24,5718.89999999851,16,20,0,0,NA,NA,5e4035a29c4b00272b6ce616,18-24,Diploma and Bachelor Degree,He,No,419,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.20816832035779953,NA,discrete_uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_hard_37,20,300,3.6055810738598346,11,FALSE,0.07223466008174469,hard,1,1_419
5,24465.900000095367,17,1,9,1,Shape,Moderately,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,44,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.7970064389519393,-2.5038134339265525,1.7019742093980312,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_medium_10,20,50,7.362419428440751,9,TRUE,1.7230712766816654e-12,medium,1,1_44
6,37178.40000009537,17,2,9,1,Outlier(s),Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,367,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,9.14842552691698,NA,uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_medium_45,20,100,91.48425526916981,9,TRUE,0.0026380701402388164,medium,1,1_367
7,40967.90000009537,17,3,1,1,Cluster(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,383,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.8300755843520164,NA,neglognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_1,20,100,8.300755843520164,8,FALSE,0.09154006429866664,hard,1,1_383
8,18447.900000095367,17,4,20_18,2,Cluster(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,130,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.2515654624439776,-2.0630672774277627,0.2646751985885203,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_36,20,300,2.271258513980406,9,FALSE,8.40065227065134e-15,hard,1,1_130
9,17349.200000286102,17,5,19,1,Shape,Moderately,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,583,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,30.460985079407692,NA,uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_extremely_easy_2,20,300,527.5997380613162,19,TRUE,3.279076487828318e-16,extremely_easy,1,1_583
10,15736.900000095367,17,6,8,1,Outlier(s),Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,272,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.4353960966691375,-1.082197261042893,0.07252948544919491,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_178,20,300,2.550146380429225,8,TRUE,4.253405790092232e-20,hard,1,1_272
11,58490.90000009537,17,7,1,1,Cluster(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,310,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,15.8402104601264,NA,normal,FALSE,NA,NA,0,12,0.3,NA,NA,NA,heter_easy_22,20,300,274.36049319522914,13,FALSE,4.36400033580473e-24,easy,1,1_310
12,37207.59999990463,17,8,1_2,2,Cluster(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,136,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.3055556919425726,-0.4627927830442786,1.6055102511309087,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,9,NA,high_hard_42,20,100,0.7139647362144621,5,FALSE,0.010721262837499556,hard,1,1_136
13,25566.599999904633,17,9,13_18,2,Cluster(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,489,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.4587118700146675,NA,neglognormal,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_107,20,100,4.587118700146675,15,FALSE,0.3159822798143868,hard,1,1_489
14,51062.2000002861,17,10,18_15_2_19_12,5,Cluster(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,166,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.6929268967360258,1.5649705803953111,1.42302076658234,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,8,NA,high_hard_72,20,50,0.40242608881796604,11,FALSE,0.0010450104230706264,hard,1,1_166
15,38615.59999990463,17,11,19,1,Outlier(s),Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,2,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.3803098569624126,-2.0503187673166394,1.2658613962121308,uniform,TRUE,normal,0.5,0,NA,0.6,discrete_uniform,7,NA,high_easy_2,20,300,3.5657907356677296,7,FALSE,1.7427913756514383e-40,easy,1,1_2
16,23053.599999904633,17,12,3,1,Shape,Moderately,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,83,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.8333788588643074,-2.729038973338902,1.82561787776649,lognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,5,NA,high_medium_49,20,300,71.86765883891961,3,TRUE,6.9552800840683034e-102,medium,1,1_83
17,21488.400000095367,17,13,10_3_4,3,Outlier(s),Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,41,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.17368108173832297,-1.7064914186485112,1.2670628819614649,uniform,FALSE,normal,1,0,NA,0.6,discrete_uniform,6,NA,high_medium_7,20,300,1.7722321837118113,11,FALSE,5.677299399381379e-18,medium,1,1_41
18,24626.799999713898,17,14,14_13_7_2_19,5,Cluster(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,156,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.2035853127017617,1.1781318504363298,0.27692704647779465,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,7,NA,high_hard_62,20,50,1.3558948196334129,19,TRUE,0.0013033028046439735,hard,1,1_156
19,29573.900000095367,17,15,16,1,Shape,Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,509,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.5112770721316338,NA,discrete_uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_127,20,50,3.615274847694818,13,FALSE,0.4243828166685705,hard,1,1_509
20,12435,17,16,5,1,Shape,Extremely,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,580,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.6417699232697487,-0.4536565225571394,0.3632556344382465,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,8,NA,high_extremely_easy_4,20,300,73.64650103657125,5,TRUE,4.6349019688122777e-213,extremely_easy,1,1_580
21,56750.59999990463,17,17,2,1,Shape,Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,493,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.6533035933971405,NA,normal,FALSE,NA,NA,0,15,0.3,NA,NA,NA,heter_hard_111,20,50,4.619554010646571,18,FALSE,0.6679840050122597,hard,1,1_493
22,29754.700000286102,17,18,1_20,2,Outlier(s),Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,328,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,8.35027339309454,NA,lognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_medium_6,20,100,83.5027339309454,14,FALSE,3.122022588306922e-5,medium,1,1_328
23,15639.700000286102,17,19,20,1,Outlier(s),Slightly,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,524,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.5889832749962807,NA,neglognormal,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_142,20,100,5.889832749962807,2,FALSE,0.9091195789196405,hard,1,1_524
24,28167,17,20,20,1,Outlier(s),Not at all,5f15ddcb3263a470d0ce5564,18-24,High School or below,She,Yes,414,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.824115701019764,NA,lognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_32,20,300,14.274102654814737,13,FALSE,0.00418149982538357,hard,1,1_414
5,59241.699999928474,19,1,3_18,2,Outlier(s),Very,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,339,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,9.000423341989517,NA,normal,FALSE,NA,NA,0,17,0.3,NA,NA,NA,heter_medium_17,20,50,63.64260378670477,3,TRUE,0.07042294846059687,medium,1,1_339
6,41259.5,19,2,15,1,Cluster(s),Extremely,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,314,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,24.528954289853573,NA,uniform,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_easy_26,20,300,424.85395086560965,15,TRUE,3.550779237579785e-16,easy,1,1_314
7,37985.200000047684,19,3,4_3_16_15_20,5,Outlier(s),Very,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,70,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5997929298318923,1.5625540637411177,1.2371053365059197,uniform,FALSE,normal,1,0,NA,0.6,discrete_uniform,5,NA,high_medium_36,20,50,1.4531149521443956,20,TRUE,0.14543227508375672,medium,1,1_70
8,48290.89999997616,19,4,5,1,Outlier(s),Very,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,387,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.0704151839017868,NA,lognormal,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_5,20,50,0.49791054035451265,16,FALSE,0.8692252492020226,hard,1,1_387
9,36336.60000002384,19,5,10,1,Outlier(s),Moderately,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,35,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.3171751648187637,-1.6152820293791592,1.2656402811408043,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_medium_1,20,50,1.6306080837500045,10,TRUE,2.3730912945662308e-4,medium,1,1_35
10,27743.899999976158,19,6,0,0,NA,NA,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,326,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,14.54423925280571,NA,uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_medium_4,20,50,102.84330202858483,10,FALSE,0.0199268726254844,medium,1,1_326
11,35425.199999928474,19,7,19,1,Shape,Extremely,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,583,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,30.460985079407692,NA,uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_extremely_easy_2,20,300,527.5997380613162,19,TRUE,3.279076487828318e-16,extremely_easy,1,1_583
12,21903.5,19,8,9_4_7_18,4,Outlier(s),Moderately,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,110,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.140613120980561,-1.6129488330334425,1.6199950324371457,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_16,20,300,0.006139788206676493,13,FALSE,0.0011412446572183373,hard,1,1_110
13,21720.200000047684,19,9,19,1,Shape,Extremely,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,581,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.645509019959718,2.5630170218646526,1.8825213541276753,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,9,NA,high_extremely_easy_5,20,50,611.118769079324,19,TRUE,2.1814227359689077e-47,extremely_easy,1,1_581
14,26128.5,19,10,4,1,Outlier(s),Moderately,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,284,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.2739395359531045,-1.730496590025723,0.41076344856992364,lognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,5,NA,high_hard_190,20,300,1.032684220249101,13,FALSE,1.3782538502269687e-14,hard,1,1_284
15,31424.300000071526,19,11,20_10,2,Cluster(s),Moderately,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,117,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.7410783134400845,1.066906628664583,1.6747925700619817,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_hard_23,20,100,1.3998241229350712,11,FALSE,2.566043597845507e-4,hard,1,1_117
16,31110.899999976158,19,12,8_14,2,Cluster(s),Slightly,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,417,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.8289103507995605,NA,lognormal,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_hard_35,20,50,12.932349112326367,9,FALSE,0.06432467759556881,hard,1,1_417
17,18456.100000023842,19,13,8,1,Shape,Moderately,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,251,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.2975577837787569,-1.5417364994063973,1.8280963627621531,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,10,NA,high_hard_157,20,300,3.858294894742639,8,TRUE,1.0960250299795775e-45,hard,1,1_251
18,52243,19,14,11_17_7,3,Cluster(s),Slightly,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,536,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.5863412767648697,NA,neglognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_154,20,50,4.146058928900176,15,FALSE,0.8774648124307554,hard,1,1_536
19,29971.299999952316,19,15,10,1,Cluster(s),Slightly,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,333,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,20.316588282585144,NA,lognormal,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_medium_11,20,50,143.6599734519111,3,FALSE,0.1471704879956335,medium,1,1_333
20,16605.699999928474,19,16,9_2,2,Outlier(s),Slightly,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,105,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.690512335859239,0.28790913010016084,0.2853563870303333,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,10,NA,high_hard_11,20,50,0.3711913194530475,11,FALSE,0.027735598322065312,hard,1,1_105
21,23761,19,17,20_9_7_14,4,Cluster(s),Moderately,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,556,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.3069550022482872,NA,uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_174,20,50,9.241567447954434,17,FALSE,0.03571112978535657,hard,1,1_556
22,19224.100000023842,19,18,14,1,Shape,Extremely,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,16,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.8322213254868984,1.6634823437780142,1.8368024257943034,neglognormal,FALSE,normal,0.5,0,NA,0.6,discrete_uniform,6,NA,high_easy_16,20,100,88.7291017915105,14,TRUE,2.563188946504435e-67,easy,1,1_16
23,25464.5,19,19,5,1,Cluster(s),Slightly,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,27,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.9523725491017103,-2.8730719462037086,1.3434275737963617,normal,TRUE,normal,0.5,0,NA,0.3,discrete_uniform,5,NA,high_easy_27,20,100,3.1860615799505876,6,FALSE,5.273137609334785e-13,easy,1,1_27
24,23823.700000047684,19,20,4,1,Outlier(s),Moderately,6086fa914b1e0c8cd0f128ef,25-39,Diploma and Bachelor Degree,He,Yes,398,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,1.0949868708848953,NA,normal,FALSE,NA,NA,0,17,0.3,NA,NA,NA,heter_hard_16,20,50,7.7427264171294805,8,FALSE,0.05544097977673055,hard,1,1_398
5,134146.79999998212,20,1,5_8_10_16_17_20_19,7,Outlier(s),Moderately,5eea5a4660980e0bf81750b1,25-39,Masters Degree,She,No,402,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.1731885448098183,NA,discrete_uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_20,20,50,8.295695756454004,8,TRUE,0.015974906701673158,hard,1,1_402
