page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,c,x_dist,z_discrete,e_dist,e_sigma,x_mu,x_n,x_sigma,z_discrete_dist,z_n,e_df,name,k,n,effect_size,answer,detect,conventional_p_value,ori_difficulty,exp,exp_lineup_id
21,63517.800000071526,20,17,11,1,Outlier(s),Moderately,6143ba578e1f3bfdbd56ee73,25-39,Diploma and Bachelor Degree,She,No,129,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,12.256609335541725,NA,neglognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_29,20,50,86.66731575515898,9,FALSE,0.22444483588324868,hard,2,2_129
22,18803.700000047684,20,18,18,1,Shape,Extremely,6143ba578e1f3bfdbd56ee73,25-39,Diploma and Bachelor Degree,She,No,10,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.665070800576359,-0.29348249081522226,1.6269181030802429,neglognormal,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,6,NA,high_medium_1,20,100,13.309439091538993,18,TRUE,3.637910088405341e-33,medium,2,2_10
23,104569.39999997616,20,19,1,1,Outlier(s),Moderately,6143ba578e1f3bfdbd56ee73,25-39,Diploma and Bachelor Degree,She,No,116,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,17.28691740334034,NA,lognormal,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_hard_16,20,50,122.23696521713698,15,FALSE,4.433523667464779e-4,hard,2,2_116
24,25187.900000095367,20,20,17,1,Shape,Extremely,6143ba578e1f3bfdbd56ee73,25-39,Diploma and Bachelor Degree,She,No,7,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.6052787597291172,-2.7310723098926246,0.8051438997499645,neglognormal,TRUE,normal,0.25,0,NA,0.6,discrete_uniform,9,NA,high_easy_7,20,300,53.815215452981064,17,TRUE,2.952553947862967e-84,easy,2,2_7
5,85722.60000000056,21,1,8,1,Shape,Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,72,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.1780770495533943,2.318480383604765,0.8609079020097852,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_49,20,100,0.06861655978688685,10,FALSE,0.1414747129586979,hard,2,2_72
6,127773.39999999944,21,2,2_15,2,Shape,Moderately,613a497692c1db07e2fc599f,18-24,High School or below,He,No,120,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,6.708448335528374,NA,neglognormal,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_20,20,50,47.43589309291721,4,FALSE,0.027369285983147876,hard,2,2_120
7,69849.89999999944,21,3,10,1,Outlier(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,143,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.41497015208005905,NA,discrete_uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_hard_43,20,50,2.9342820852582268,20,FALSE,0.5694879264019755,hard,2,2_143
8,55254,21,4,4,1,Cluster(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,102,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,20.509882517158985,NA,discrete_uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_2,20,50,145.02677009222535,5,FALSE,0.007748990800969876,hard,2,2_102
9,74675.59999999963,21,5,15,1,Cluster(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,62,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.718768360093236,1.481262780725956,1.2067476660013199,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_39,20,100,1.0726704077308686,5,FALSE,0.008740406193592596,hard,2,2_62
10,73483.89999999944,21,6,10,1,Outlier(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,88,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,28.650624975562096,NA,uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_medium_2,20,50,202.59051205452622,6,FALSE,0.0030463733995333194,medium,2,2_88
11,109572.5,21,7,14_5_15,3,Outlier(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,59,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6453366740606725,-2.0727596604265273,1.4734220369718969,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_36,20,300,1.5441941752187547,7,FALSE,1.0688563374858385e-9,hard,2,2_59
12,51757.90000000037,21,8,20,1,Outlier(s),Moderately,613a497692c1db07e2fc599f,18-24,High School or below,He,No,17,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.1375025105662644,2.583482205402106,0.2453547427430749,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,6,NA,high_medium_8,20,50,8.494393688972085,20,TRUE,8.295539022369817e-14,medium,2,2_17
13,111112.70000000019,21,9,19_8_1,3,Outlier(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,147,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,2.6064163222908974,NA,discrete_uniform,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_47,20,100,26.064163222908974,19,TRUE,0.0012029224886567207,hard,2,2_147
14,24164.400000000373,21,10,4_6,2,Outlier(s),Moderately,613a497692c1db07e2fc599f,18-24,High School or below,He,No,144,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,10.555351808667183,NA,discrete_uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_44,20,100,105.55351808667183,17,FALSE,0.0026548952771286933,hard,2,2_144
15,53929.299999999814,21,11,10_5,2,Shape,Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,34,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.3509708819910884,-0.4903679103590548,1.0633025947026908,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_11,20,300,0.2816206824119236,2,FALSE,0.00683563217565405,hard,2,2_34
16,35187.800000000745,21,12,12_13,2,Cluster(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,100,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,18.967240042984486,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_medium_14,20,100,189.67240042984486,13,TRUE,4.2543887449583865e-9,medium,2,2_100
17,32121,21,13,10_9,2,Outlier(s),Moderately,613a497692c1db07e2fc599f,18-24,High School or below,He,No,80,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,25.25101452320814,NA,lognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_easy_3,20,300,437.3604009685611,9,TRUE,7.88992117783568e-8,easy,2,2_80
18,27801.5,21,14,1_20,2,Outlier(s),Slightly,613a497692c1db07e2fc599f,18-24,High School or below,He,No,69,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.6111256559379399,0.251651918515563,0.7831621533259749,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,9,NA,high_hard_46,20,50,0.38924589022821693,7,FALSE,0.05235736814034776,hard,2,2_69
19,24073,21,15,4,1,Outlier(s),Moderately,613a497692c1db07e2fc599f,18-24,High School or below,He,No,56,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5681556668132544,-0.30306337075307965,0.005161133129149675,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,4,NA,high_hard_33,20,50,4.216451159198159,4,TRUE,2.017317420962127e-11,hard,2,2_56
20,17885.099999999627,21,16,20,1,Shape,Extremely,613a497692c1db07e2fc599f,18-24,High School or below,He,No,5,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.8521486073732376,0.3690600525587797,1.7133580101653934,normal,FALSE,normal,0.25,0,NA,0.3,discrete_uniform,5,NA,high_easy_5,20,300,95.30254159724839,20,TRUE,2.8429168163552458e-235,easy,2,2_5
21,20308.200000000186,21,17,16,1,Shape,Extremely,613a497692c1db07e2fc599f,18-24,High School or below,He,No,12,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.4307103995233774,-2.9995348853990436,0.8757982454262674,uniform,TRUE,normal,0.5,0,NA,0.6,discrete_uniform,9,NA,high_medium_3,20,300,14.099722762620793,16,TRUE,6.320563524440995e-82,medium,2,2_12
22,28685.900000000373,21,18,13,1,Shape,Moderately,613a497692c1db07e2fc599f,18-24,High School or below,He,No,101,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.706418015062809,NA,discrete_uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_1,20,50,4.995129688032529,5,FALSE,0.5809889909970752,hard,2,2_101
23,26344.099999999627,21,19,9,1,Shape,Very,613a497692c1db07e2fc599f,18-24,High School or below,He,No,163,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,30.73554376140237,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_extremely_easy_4,20,300,532.3552339300554,9,TRUE,9.793564224746119e-13,extremely_easy,2,2_163
24,57583,21,20,2,1,Shape,Extremely,613a497692c1db07e2fc599f,18-24,High School or below,He,No,155,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.267755778040737,2.8495432692579925,0.056064752861857414,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,4,NA,high_extremely_easy_1,20,50,1309.1363800454378,2,TRUE,4.586651286894382e-54,extremely_easy,2,2_155
5,32093.60000000149,22,1,1,1,Cluster(s),Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,154,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,4.1856007650494576,NA,lognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_54,20,50,29.596666843060728,5,FALSE,0.24467707067448932,hard,2,2_154
6,15765.39999999851,22,2,6,1,Cluster(s),Very,5f89e5eeae87840497e33400,18-24,High School or below,He,No,88,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,28.650624975562096,NA,uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_medium_2,20,50,202.59051205452622,6,TRUE,0.0030463733995333194,medium,2,2_88
7,24734.700000001118,22,3,12,1,Outlier(s),Slightly,5f89e5eeae87840497e33400,18-24,High School or below,He,No,63,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.761248819064349,-0.8630909398198128,1.3258696761913598,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,5,NA,high_hard_40,20,300,0.6827863273560102,7,FALSE,3.0348968473488908e-15,hard,2,2_63
8,20470.5,22,4,5,1,Shape,Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,62,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.718768360093236,1.481262780725956,1.2067476660013199,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_39,20,100,1.0726704077308686,5,TRUE,0.008740406193592596,hard,2,2_62
9,14285.900000000373,22,5,19,1,Shape,Extremely,5f89e5eeae87840497e33400,18-24,High School or below,He,No,77,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.3236706480383873,2.1247620382346213,1.9363192287273705,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_54,20,50,13.002363089114779,19,TRUE,3.878160167551094e-14,hard,2,2_77
10,28614.400000000373,22,6,14,1,Cluster(s),Slightly,5f89e5eeae87840497e33400,18-24,High School or below,He,No,86,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,24.198510065674782,NA,neglognormal,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_easy_9,20,300,419.13048901215615,7,FALSE,0.025269926315472275,easy,2,2_86
11,14798.60000000149,22,7,20,1,Shape,Extremely,5f89e5eeae87840497e33400,18-24,High School or below,He,No,5,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.8521486073732376,0.3690600525587797,1.7133580101653934,normal,FALSE,normal,0.25,0,NA,0.3,discrete_uniform,5,NA,high_easy_5,20,300,95.30254159724839,20,TRUE,2.8429168163552458e-235,easy,2,2_5
12,25814.099999999627,22,8,18,1,Cluster(s),Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,125,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,10.577835485339165,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_hard_25,20,100,105.77835485339165,8,FALSE,1.3803733301718563e-11,hard,2,2_125
13,22086.599999999627,22,9,12,1,Outlier(s),Slightly,5f89e5eeae87840497e33400,18-24,High School or below,He,No,122,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,9.270854622125626,NA,lognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_22,20,100,92.70854622125626,6,FALSE,0.0030338370083253926,hard,2,2_122
14,10710.299999998882,22,10,4,1,Outlier(s),Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,52,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.20265549793839455,-0.2894501416012645,0.3733744751662016,normal,TRUE,normal,0.25,0,NA,0.3,discrete_uniform,3,NA,high_hard_29,20,300,1.547958035247907,10,FALSE,1.555676868016253e-23,hard,2,2_52
15,25126.299999998882,22,11,9,1,Outlier(s),Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,149,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,6.955514036118984,NA,neglognormal,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_hard_49,20,50,49.182911415779465,18,FALSE,0.013407544696239695,hard,2,2_149
16,14406.5,22,12,2,1,Shape,Extremely,5f89e5eeae87840497e33400,18-24,High School or below,He,No,155,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.267755778040737,2.8495432692579925,0.056064752861857414,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,4,NA,high_extremely_easy_1,20,50,1309.1363800454378,2,TRUE,4.586651286894382e-54,extremely_easy,2,2_155
17,14518.300000000745,22,13,11,1,Cluster(s),Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,89,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,24.217391684651375,NA,uniform,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_medium_3,20,50,171.24281882867695,5,FALSE,0.03258920185483092,medium,2,2_89
18,20142.299999998882,22,14,10,1,Outlier(s),Slightly,5f89e5eeae87840497e33400,18-24,High School or below,He,No,129,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,12.256609335541725,NA,neglognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_29,20,50,86.66731575515898,9,FALSE,0.22444483588324868,hard,2,2_129
19,15542.400000000373,22,15,5,1,Outlier(s),Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,133,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,15.858029931783676,NA,normal,FALSE,NA,NA,0,10,0.3,NA,NA,NA,heter_hard_33,20,100,158.58029931783676,5,TRUE,0.04091032165300649,hard,2,2_133
20,13710.199999999255,22,16,18,1,Cluster(s),Very,5f89e5eeae87840497e33400,18-24,High School or below,He,No,44,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.669429105706513,-2.2640086663886905,1.643080863635987,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_21,20,50,2.701161944684994,1,FALSE,2.5522131932783034e-7,hard,2,2_44
21,16326.299999998882,22,17,9,1,Shape,Very,5f89e5eeae87840497e33400,18-24,High School or below,He,No,163,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,30.73554376140237,NA,uniform,FALSE,NA,NA,0,20,0.6,NA,NA,NA,heter_extremely_easy_4,20,300,532.3552339300554,9,TRUE,9.793564224746119e-13,extremely_easy,2,2_163
22,15151.099999999627,22,18,13,1,Outlier(s),Moderately,5f89e5eeae87840497e33400,18-24,High School or below,He,No,100,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,18.967240042984486,NA,neglognormal,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_medium_14,20,100,189.67240042984486,13,TRUE,4.2543887449583865e-9,medium,2,2_100
23,20357.800000000745,22,19,15,1,Outlier(s),Slightly,5f89e5eeae87840497e33400,18-24,High School or below,He,No,20,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.8617870793677866,-0.47963062953203917,0.35428356984630227,neglognormal,TRUE,normal,0.5,0,NA,0.6,discrete_uniform,3,NA,high_medium_11,20,100,15.334995408783175,7,FALSE,1.9082783775769166e-10,medium,2,2_20
24,23030.400000000373,22,20,10,1,Outlier(s),Slightly,5f89e5eeae87840497e33400,18-24,High School or below,He,No,64,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5602301429025829,-0.924131044652313,0.6654173373244703,neglognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,10,NA,high_hard_41,20,300,0.2019537741918423,5,FALSE,0.0020424820775439114,hard,2,2_64
5,57809.39999997616,23,1,13_1_6,3,Outlier(s),Slightly,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,74,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.9392152880318463,0.6187826176173985,1.8751858123578131,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_51,20,100,2.4384974457004085,17,FALSE,0.0056336532114753006,hard,2,2_74
6,28858.899999976158,23,2,20,1,Cluster(s),Moderately,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,164,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,30.318670134991407,NA,uniform,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_extremely_easy_5,20,300,525.1347709172627,20,TRUE,5.148373038594892e-11,extremely_easy,2,2_164
7,64892.10000002384,23,3,4_20_15,3,Outlier(s),Slightly,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,50,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.2223185799084604,-1.4976189876906574,1.2917040032334626,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_27,20,100,0.08593127547628117,13,FALSE,0.4419029728558408,hard,2,2_50
8,44885.799999952316,23,4,0,0,NA,NA,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,99,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,27.77955524623394,NA,normal,FALSE,NA,NA,0,15,0.3,NA,NA,NA,heter_medium_13,20,50,196.4311189295835,15,FALSE,0.05482518520796723,medium,2,2_99
9,18792.5,23,5,12,1,Outlier(s),Slightly,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,119,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,2.4689037054777145,NA,normal,FALSE,NA,NA,0,12,0.3,NA,NA,NA,heter_hard_19,20,50,17.45778552239887,12,TRUE,0.13785938265268394,hard,2,2_119
10,52519.10000002384,23,6,2_13_5_17,4,Outlier(s),Slightly,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,45,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.5970677053555846,0.011568737681955099,0.246039898134768,lognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,7,NA,high_hard_22,20,300,0.2724094239866444,13,TRUE,0.0036574016316536415,hard,2,2_45
11,20440.900000095367,23,7,7,1,Shape,Very,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,13,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.8650105046108365,-0.9324840190820396,0.7174012875184417,uniform,TRUE,normal,0.25,0,NA,0.6,discrete_uniform,5,NA,high_medium_4,20,100,16.452242891512423,7,TRUE,7.409710258802312e-38,medium,2,2_13
12,43050.39999997616,23,8,19_9_10,3,Outlier(s),Slightly,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,109,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,11.688822455704212,NA,discrete_uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_9,20,100,116.88822455704212,15,FALSE,4.208065259797676e-5,hard,2,2_109
13,34057.10000002384,23,9,5,1,Outlier(s),Slightly,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,73,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.7746723722666502,1.1978845288977027,1.1723851007409394,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_50,20,100,0.2067806546536417,14,FALSE,0.07324288922545041,hard,2,2_73
14,56583.10000002384,23,10,7_1_6_20,4,Outlier(s),Slightly,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,153,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,4.871465228497982,NA,neglognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_53,20,100,48.71465228497982,11,FALSE,0.1947450764200013,hard,2,2_153
15,7949.699999928474,23,11,8,1,Shape,Extremely,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,157,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.4830939779058099,2.318330531939864,0.5176039687357843,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,10,NA,high_extremely_easy_3,20,300,185.99099601143968,8,TRUE,1.1258344199359915e-240,extremely_easy,2,2_157
16,92319.89999997616,23,12,0,0,NA,NA,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,86,heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,24.198510065674782,NA,neglognormal,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_easy_9,20,300,419.13048901215615,7,FALSE,0.025269926315472275,easy,2,2_86
17,12879.399999976158,23,13,17,1,Shape,Extremely,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,67,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.416770987678319,-2.7108149025589228,0.2691408437676728,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,10,NA,high_hard_44,20,100,9.396893309915333,17,TRUE,5.888190028212308e-28,hard,2,2_67
18,7009.099999904633,23,14,11,1,Shape,Extremely,60fd3d9e7434801d922cd2e0,18-24,High School or below,She,No,1,cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6306521510705352,-2.424453588668257,1.3938410570845008,neglognormal,FALSE,normal,0.5,0,NA,0.6,discrete_uniform,4,NA,high_easy_1,20,300,29.101853817822473,11,TRUE,4.74973376959493e-111,easy,2,2_1
