type,formula,a,b,c,x_dist,z_discrete,e_dist,e_sigma,x_mu,x_n,x_sigma,z_discrete_dist,z_n,e_df,name,k,n,effect_size,answer,conventional_p_value,ori_difficulty,exp,exp_lineup_id,log_effect_size
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.5410665422677994,NA,discrete_uniform,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_hard_116,20,50,10.896986022972662,5,0.37729191686829944,hard,1,1_498,2.3884862393448176
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.20816832035779953,NA,discrete_uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_hard_37,20,300,3.6055810738598346,11,0.07223466008174469,hard,1,1_419,1.282482943284628
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.6280662519857287,-0.466504221316427,1.9744346924126148,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,7,NA,high_hard_133,20,50,0.32731551105301804,13,0.5731985546718996,hard,1,1_227,-1.11683070766294
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,13.19433557242155,NA,lognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_medium_57,20,50,93.29804156510166,15,0.020613091963934183,medium,1,1_379,4.535799116905247
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.22345346538349986,-1.0946709676645696,1.2488357331603765,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,6,NA,high_hard_138,20,50,0.23485598869706034,16,0.14422583635114908,hard,1,1_232,-1.448782766740321
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.3382591977715492,NA,discrete_uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_hard_100,20,100,3.3825919777154922,6,0.2204001398908021,hard,1,1_482,1.21864227292237
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,1.1658423840999603,NA,neglognormal,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_71,20,50,8.243750555917735,8,0.835394181823612,hard,1,1_453,2.1094554049185406
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.2945857560262084,0.01289110304787755,1.2011314914561808,neglognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,9,NA,high_hard_90,20,300,0.10205433816187333,8,0.0022219398514259606,hard,1,1_184,-2.2822498804693705
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.4545068293809891,NA,discrete_uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_2,20,300,7.872289208749121,8,0.004507855372530255,hard,1,1_384,2.063348897991396
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.6415924080647528,-0.049216484650969505,0.3904611221514642,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,5,NA,high_hard_1,20,100,0.11201717053830054,7,0.07237564020621311,hard,1,1_95,-2.1891031110598873
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.013997361063957214,NA,uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_63,20,300,0.24244140534660255,13,0.5271090714986432,hard,1,1_445,-1.416995225237902
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.104697692207992,0.2653748234733939,0.8328801710158587,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,5,NA,high_hard_9,20,100,0.1951380636146096,10,0.09663849333676745,hard,1,1_103,-1.6340479524088098
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.475930318236351,1.071863750461489,0.7114899782463908,neglognormal,FALSE,normal,1,0,NA,0.6,discrete_uniform,6,NA,high_medium_25,20,300,2.9235980418320437,20,2.3629039731557556e-5,medium,1,1_59,1.0728150638441667
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.8281769752502441,NA,normal,FALSE,NA,NA,0,10,0.3,NA,NA,NA,heter_hard_28,20,50,5.856095552220112,4,0.24207701585486927,hard,1,1_410,1.767483093503368
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.8322213254868984,1.6634823437780142,1.8368024257943034,neglognormal,FALSE,normal,0.5,0,NA,0.6,discrete_uniform,6,NA,high_easy_16,20,100,88.7291017915105,14,2.563188946504435e-67,easy,1,1_16,4.485587927855747
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,22.06957444548607,NA,normal,FALSE,NA,NA,0,16,0.3,NA,NA,NA,heter_easy_25,20,100,220.6957444548607,13,1.6704403952292475e-5,easy,1,1_313,5.3967850310417225
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,9.000423341989517,NA,normal,FALSE,NA,NA,0,17,0.3,NA,NA,NA,heter_medium_17,20,50,63.64260378670477,3,0.07042294846059687,medium,1,1_339,4.153283116942876
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.7254561586305499,-1.724701358936727,1.9899937086738646,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_medium_5,20,300,18.106248673187107,17,4.157143858193618e-6,medium,1,1_39,2.896257109256245
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.1944708675146103,NA,normal,FALSE,NA,NA,0,15,0.3,NA,NA,NA,heter_hard_115,20,300,3.368334231273009,19,0.13627942315658392,hard,1,1_497,1.2144183287702226
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.54741529840976,0.04779749410226941,0.2047961582429707,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_82,20,100,0.14562769843733858,16,0.18966034223746736,hard,1,1_176,-1.9267019247920412
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.8333788588643074,-2.729038973338902,1.82561787776649,lognormal,TRUE,normal,1,0,NA,0.6,discrete_uniform,5,NA,high_medium_49,20,300,71.86765883891961,3,6.9552800840683034e-102,medium,1,1_83,4.274826356007792
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.05629824986681342,-0.27451178105548024,1.8522252677939832,lognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_115,20,50,0.08087618698016207,14,0.21580991639306044,hard,1,1_209,-2.514835849543432
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,2.596167080104351,NA,discrete_uniform,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_medium_31,20,100,25.96167080104351,17,7.818749410483941e-6,medium,1,1_353,3.2566212503597316
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.17008718568831682,0.5272124293260276,0.8935059374198318,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_52,20,50,0.017481603094600714,19,0.5111207477277959,hard,1,1_146,-4.04660620274244
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.875083290040493,NA,discrete_uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_medium_33,20,300,32.47739526773544,20,5.702636408667479e-6,medium,1,1_355,3.480544317118805
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.0167305171489716,NA,normal,FALSE,NA,NA,0,19,0.3,NA,NA,NA,heter_hard_188,20,100,10.167305171489716,19,0.9388185582080715,hard,1,1_570,2.3191771967262698
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,12.49931463599205,NA,neglognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_medium_16,20,100,124.9931463599205,1,2.8320231670223896e-6,medium,1,1_338,4.828258906678494
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.3340408676303923,1.924632650334388,1.5646359901875257,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,8,NA,high_hard_25,20,100,1.5611917293775848,13,4.1086445757510126e-7,hard,1,1_119,0.4454494587043366
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.645509019959718,2.5630170218646526,1.8825213541276753,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,9,NA,high_extremely_easy_5,20,50,611.118769079324,19,2.1814227359689077e-47,extremely_easy,1,1_581,6.41529132502654
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.3187929317355156,NA,uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_84,20,50,9.325274250110708,10,0.25751857881389933,hard,1,1_466,2.2327283752969476
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,31.267207618802786,NA,uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_extremely_easy_3,20,300,541.5639220657113,11,7.401970528097108e-14,extremely_easy,1,1_584,6.294461105763532
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.8675801157951355,NA,discrete_uniform,FALSE,NA,NA,0,10,0.6,NA,NA,NA,heter_hard_17,20,50,6.134717831013504,2,0.1106395135495449,hard,1,1_399,1.8139640837903177
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-1.3141499175690114,-0.12844971707090735,1.3291936237365007,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,4,NA,high_hard_110,20,50,0.27939112228374946,12,0.12921848909588515,hard,1,1_204,-1.2751426068811609
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.16891353763639927,0.9367362186312675,1.3822057489305735,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_161,20,300,0.27030830669779893,9,0.0010311065760875225,hard,1,1_255,-1.308192094770533
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.48160095792263746,2.3473247210495174,1.1928791371174157,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_medium_26,20,100,0.528143180445236,7,0.26316319276582856,medium,1,1_60,-0.6383878569515192
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.18913897639140487,-0.9724329393357038,0.3335887179709971,lognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_74,20,50,0.03942746660964158,20,0.18327993909340076,hard,1,1_168,-3.233292583482849
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.7749944552779198,NA,neglognormal,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_165,20,50,5.480038347089916,12,0.9231050804925721,hard,1,1_547,1.701112098579586
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.8382419794797897,NA,lognormal,FALSE,NA,NA,0,14,0.6,NA,NA,NA,heter_hard_36,20,300,14.518776974961042,9,5.98764397177484e-13,hard,1,1_418,2.675442775474489
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.39059849828481674,NA,lognormal,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_47,20,50,2.7619484685847597,1,0.003097069625056974,hard,1,1_429,1.015936397530198
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-2.463653629180044,0.76827456895262,0.8685432956553996,uniform,FALSE,normal,0.25,0,NA,0.6,discrete_uniform,7,NA,high_easy_8,20,100,51.35254157691227,11,5.374749557672381e-58,easy,1,1_8,3.9387144303184125
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.9523725491017103,-2.8730719462037086,1.3434275737963617,normal,TRUE,normal,0.5,0,NA,0.3,discrete_uniform,5,NA,high_easy_27,20,100,3.1860615799505876,6,5.273137609334785e-13,easy,1,1_27,1.1587855395969207
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,29.761843375861645,NA,uniform,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_extremely_easy_4,20,300,515.4902485389961,5,9.025992886714143e-9,extremely_easy,1,1_585,6.245118386767904
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,17.97379294782877,NA,uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_easy_32,20,100,179.7379294782877,16,1.660684333648019e-4,easy,1,1_320,5.191499842626143
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.9021888202987611,-1.9764042673632503,0.9724297430366278,lognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,10,NA,high_hard_174,20,50,0.17461245676069861,8,0.18886345475209199,hard,1,1_268,-1.7451862935585443
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.7967744618654251,NA,normal,FALSE,NA,NA,0,15,0.3,NA,NA,NA,heter_hard_186,20,50,5.634046250613043,13,0.00894588697258581,hard,1,1_568,1.7288278786169788
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,16.75374549627304,NA,normal,FALSE,NA,NA,0,10,0.3,NA,NA,NA,heter_medium_21,20,100,167.5374549627304,2,0.014809588580224867,medium,1,1_343,5.121206937985541
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.5818326557055116,-0.5875250212848186,0.3647536407224834,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,7,NA,high_hard_2,20,100,1.120695163260836,2,0.08141981512079846,hard,1,1_96,0.11394917424680866
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.5815984583459795,0.6829562480561435,0.6264249002560973,lognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,5,NA,high_hard_91,20,50,0.03970138410758536,17,0.19481205359913129,hard,1,1_185,-3.226369227725818
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.37103546410799026,NA,normal,FALSE,NA,NA,0,18,0.3,NA,NA,NA,heter_hard_177,20,100,3.7103546410799026,6,0.43791934438264285,hard,1,1_559,1.3111274626384295
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.6381382578983903,-0.47825995786115527,0.9738323148339987,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_51,20,300,0.09995214801095799,19,0.1425602448885684,hard,1,1_145,-2.303063727411646
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.8492437601089478,NA,normal,FALSE,NA,NA,0,20,0.3,NA,NA,NA,heter_hard_106,20,50,13.076128028399461,4,0.9229791817310666,hard,1,1_488,2.5707882799121857
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.8509608400054276,-2.0077907633967698,0.9556177570484579,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,7,NA,high_hard_106,20,100,0.17889804359249176,14,0.6031654989904836,hard,1,1_200,-1.7209392242875068
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.535350501537323,NA,discrete_uniform,FALSE,NA,NA,0,19,0.6,NA,NA,NA,heter_hard_34,20,100,5.35350501537323,19,0.0026289279155313917,hard,1,1_416,1.677751489455803
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,26.20395167917013,NA,discrete_uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_easy_31,20,50,185.2899192622582,7,0.044295892790249376,easy,1,1_319,5.2219217295570495
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.7846606238745153,-1.4957197601906955,0.47608409402891994,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,3,NA,high_hard_154,20,100,0.9674206861113999,8,6.711515705896356e-10,hard,1,1_248,-0.03312183561802645
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.2774804374203086,0.6957381628453732,1.004883324727416,normal,FALSE,normal,1,0,NA,0.3,discrete_uniform,10,NA,high_hard_122,20,300,0.10994937667740771,6,0.061178299568071366,hard,1,1_216,-2.207735231143342
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.3903096541762352,NA,lognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_24,20,100,3.903096541762352,2,0.02717536213337968,hard,1,1_406,1.3617702231634736
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",2.9805025518871844,1.061840926297009,0.006564428098499775,lognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_medium_35,20,300,1.504727532236882,2,1.6100222181505996e-24,medium,1,1_69,0.4086118401077433
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.44375865906476974,NA,uniform,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_hard_58,20,50,3.137847570349479,9,0.03259291978829497,hard,1,1_440,1.1435370777165745
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.44021872943267226,2.391096504405141,0.9455166258849204,normal,TRUE,normal,0.25,0,NA,0.3,discrete_uniform,6,NA,high_easy_4,20,300,16.688371661901233,20,1.6643245046472727e-92,easy,1,1_4,2.814712169217346
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.032850655261427164,1.294408374466002,0.4039997230283916,uniform,FALSE,normal,2,0,NA,0.6,discrete_uniform,3,NA,high_hard_152,20,50,1.049930247863871,13,5.579224282373171e-4,hard,1,1_246,0.048723731356984455
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,1.551835298538208,NA,neglognormal,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_155,20,50,10.973132628810173,10,0.11528663181211661,hard,1,1_537,2.395449796767857
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,15.75891713052988,NA,uniform,FALSE,NA,NA,0,16,0.6,NA,NA,NA,heter_medium_48,20,100,157.5891713052988,15,2.0973073903437236e-6,medium,1,1_370,5.059991465071381
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.4301256691105664,-0.31645086547359824,0.49422371992841363,normal,TRUE,normal,1,0,NA,0.3,discrete_uniform,5,NA,high_hard_10,20,100,0.1542636465580381,3,0.004406389958142895,hard,1,1_104,-1.8690921497174469
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,3.1619452759623528,NA,lognormal,FALSE,NA,NA,0,18,0.6,NA,NA,NA,heter_medium_53,20,50,22.35832946373749,2,0.010985472140523166,medium,1,1_375,3.1071989345718145
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,1.7182486951351166,NA,neglognormal,FALSE,NA,NA,0,12,0.6,NA,NA,NA,heter_hard_113,20,50,12.149853040949777,1,0.34975539990347193,hard,1,1_495,2.4973170743183277
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.635446211323142,-0.6094980449415743,0.8512272415682673,uniform,TRUE,normal,2,0,NA,0.6,discrete_uniform,8,NA,high_hard_153,20,300,0.10587315313562125,1,0.049147332020332044,hard,1,1_247,-2.2455135699814615
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.8064181278459728,0.3062384007498622,0.11505110468715429,uniform,FALSE,normal,0.5,0,NA,0.6,discrete_uniform,6,NA,high_medium_51,20,300,8.944858842831316,2,7.947346926532121e-90,medium,1,1_85,2.191078936269518
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",1.5593397449702024,1.566476583480835,1.7268410990945995,normal,TRUE,normal,2,0,NA,0.3,discrete_uniform,6,NA,high_hard_116,20,100,2.19312911448304,13,1.3231110353187575e-5,hard,1,1_210,0.7853293434359034
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.4038398265838623,NA,neglognormal,FALSE,NA,NA,0,13,0.6,NA,NA,NA,heter_hard_147,20,300,6.994710977630541,6,0.15368200365822626,hard,1,1_529,1.945154288840733
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.41430754819884896,0.5881547452881932,0.42779975989833474,normal,TRUE,normal,0.5,0,NA,0.3,discrete_uniform,5,NA,high_hard_98,20,300,0.4696611579184035,11,7.4438612781542e-12,hard,1,1_192,-0.7557437848798197
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",0,0.5112770721316338,NA,discrete_uniform,FALSE,NA,NA,0,17,0.6,NA,NA,NA,heter_hard_127,20,50,3.615274847694818,13,0.4243828166685705,hard,1,1_509,1.2851678825117077
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",-0.6607582024298608,0.8090833118185401,1.8904345193877816,neglognormal,FALSE,normal,2,0,NA,0.6,discrete_uniform,4,NA,high_hard_131,20,50,1.4216848833631528,18,0.02182908121207564,hard,1,1_225,0.35184270581347615
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.9465762670151889,-1.334598527289927,0.8822146635502577,neglognormal,TRUE,normal,2,0,NA,0.6,discrete_uniform,6,NA,high_hard_60,20,300,0.06910406477712548,1,2.559924242306262e-6,hard,1,1_154,-2.6721417253781827
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",1,0.6121747195720673,NA,neglognormal,FALSE,NA,NA,0,15,0.6,NA,NA,NA,heter_hard_44,20,300,10.603177174080502,14,7.630769996578249e-5,hard,1,1_426,2.36115368961076
cubic,"y ~ 1 + (2-c) * x + c * z + a * [(2-c) * x]^2 + a * (c * z)^2 + b * [(2-c) * x]^3 + b * (c * z)^3 + e, e ~ N(0, sigma^2)",0.14452013187110424,0.6560107204131782,1.1627264469861984,normal,FALSE,normal,2,0,NA,0.3,discrete_uniform,3,NA,high_hard_167,20,50,0.027695674620027408,6,0.8892509408486257,hard,1,1_261,-3.586479028883203
heteroskedasticity,"y ~ 1 + x + e, e ~ N(0, 1 + (2-|a|) * (x_i - a)^2 * b)",-1,0.40290631353855133,NA,discrete_uniform,FALSE,NA,NA,0,11,0.6,NA,NA,NA,heter_hard_137,20,100,4.029063135385513,18,0.026119675622063028,hard,1,1_519,1.3935338763235923
