a,b,c,x_dist,x_mu,x_sigma,z_discrete,z_discrete_dist,z_n,e_dist,e_df,e_sigma,n,model,statistics,pvalue,effect_size,answer
-1.4024121053516865,0.7866176976822317,0.9832228911109269,normal,0,0.3,TRUE,discrete_uniform,5,normal,NA,0.25,50,higher order,8.577739841304494,3.5099722033166536e-5,3.7863172688764557,FALSE
1.78739523421973,-2.894009431824088,0.6889720102772117,neglognormal,0,0.6,TRUE,discrete_uniform,3,normal,NA,0.5,50,higher order,16.757524612908664,2.0987343730589193e-7,0.2002814034560001,TRUE
-0.3884005453437567,2.956052946858108,0.6717354189604521,neglognormal,0,0.6,TRUE,discrete_uniform,7,normal,NA,0.5,300,higher order,144.78294748640707,3.920131341603807e-68,6.8298496051689055,TRUE
-0.118678477127105,-2.5071148476563394,1.2372846347279847,normal,0,0.3,FALSE,discrete_uniform,3,normal,NA,1,100,higher order,13.597271989031563,9.118389482736007e-9,1.2270368646314382,TRUE
-1.6805629539303482,0.33544443268328905,0.058475347235798836,neglognormal,0,0.6,FALSE,discrete_uniform,6,normal,NA,1,50,higher order,5.962510006880853,6.575548218511597e-4,1.5824168756516601,TRUE
-2.6837281258776784,1.1051187445409596,0.9102861182764173,lognormal,0,0.6,TRUE,discrete_uniform,7,normal,NA,0.5,300,higher order,192.4794517789556,1.1060088689768412e-80,30.873179733783754,TRUE
2.014932895079255,-2.0958363306708634,0.5082533336244524,uniform,0,0.6,TRUE,discrete_uniform,3,normal,NA,2,100,higher order,28.363700087900185,3.7826465253298264e-13,1.4998999350963413,TRUE
-2.9743245178833604,-1.0079755866900086,1.9422939936630428,normal,0,0.3,TRUE,discrete_uniform,9,normal,NA,2,300,higher order,287.14738822265934,4.9736340224284e-100,1.0954724322780616,TRUE
-0.48011775640770793,1.7846706071868539,1.1437562182545662,neglognormal,0,0.6,FALSE,discrete_uniform,4,normal,NA,0.25,100,higher order,66.54677699196709,1.8271964915312794e-26,8.054918148678853,TRUE
0.13011170458048582,1.5039196126163006,0.7321870191954076,normal,0,0.3,TRUE,discrete_uniform,6,normal,NA,0.25,100,higher order,19.212023240250186,1.51296147901832e-11,8.52559167507932,FALSE
-0.40503287175670266,2.65181982005015,0.44923000503331423,normal,0,0.3,FALSE,discrete_uniform,4,normal,NA,1,50,higher order,1.8328083676574642,0.1400203176720444,1.0840646897469801,FALSE
1.6167570753023028,1.9308389886282384,1.1389752132818103,uniform,0,0.6,FALSE,discrete_uniform,7,normal,NA,2,50,higher order,3.840831821351591,0.009354213601615265,0.6886264119904163,TRUE
-1.0081675937399268,-0.2755202567204833,1.0485779228620231,uniform,0,0.6,FALSE,discrete_uniform,5,normal,NA,1,100,higher order,5.8266915579509675,3.143602323061051e-4,0.6694630219184878,FALSE
1.9113268358632922,1.892269876319915,0.2782162562943995,normal,0,0.3,TRUE,discrete_uniform,7,normal,NA,0.5,300,higher order,91.9756053468121,1.4544927486453437e-50,4.121533248541809,TRUE
-0.7354998327791691,0.867222405038774,0.38313517114147544,lognormal,0,0.6,FALSE,discrete_uniform,5,normal,NA,0.25,300,higher order,221.66953496027398,2.6823493518820217e-87,14.62703904744779,TRUE
-2.274829032830894,0.9385670064948499,1.2698378963395953,uniform,0,0.6,FALSE,discrete_uniform,4,normal,NA,1,50,higher order,25.90032205377564,5.714228652141939e-11,3.898660736919377,TRUE
1.3285021875053644,2.1457520951516926,1.6402854388579726,neglognormal,0,0.6,FALSE,discrete_uniform,4,normal,NA,0.5,300,higher order,1268.3673534009986,1.3845107720867196e-183,16.653267944757115,TRUE
-0.3454336398281157,-2.8387281903997064,0.31023979373276234,lognormal,0,0.6,TRUE,discrete_uniform,3,normal,NA,0.5,100,higher order,193.58177209293706,4.2416310712732475e-40,3.0003061708063927,TRUE
-2.849400973878801,-1.6277707074768841,1.4774152436293662,neglognormal,0,0.6,FALSE,discrete_uniform,6,normal,NA,0.5,100,higher order,437.6082125394823,2.17512316924811e-59,41.10375005293642,TRUE
-2.364912916906178,-0.14452906558290124,0.8392419475130737,normal,0,0.3,TRUE,discrete_uniform,7,normal,NA,2,50,higher order,1.0288688160719524,0.40331579607449525,0.2716710586772969,FALSE
-0.7247610208578408,2.7859594062902033,0.47976263612508774,lognormal,0,0.6,TRUE,discrete_uniform,6,normal,NA,2,50,higher order,6.826820275195141,2.3983016250512067e-4,0.7154295054399582,TRUE
0.8258470259606838,-2.0187508100643754,0.5676022632978857,neglognormal,0,0.6,FALSE,discrete_uniform,7,normal,NA,0.25,300,higher order,230.98161589734292,2.8508807739387312e-89,12.855814827319858,TRUE
-2.6982086151838303,2.584106704685837,0.852964797988534,normal,0,0.3,FALSE,discrete_uniform,6,normal,NA,1,100,higher order,12.613150777735356,3.068445506671484e-8,3.278606232198842,TRUE
1.2156215971335769,-2.918513121083379,0.48412435920909047,lognormal,0,0.6,TRUE,discrete_uniform,4,normal,NA,1,50,higher order,16.197650100308223,3.6544434316866514e-8,8.276640903504818,FALSE
-1.3434377289377153,1.2935295444913208,1.0189754054881632,lognormal,0,0.6,TRUE,discrete_uniform,4,normal,NA,1,100,higher order,10.638765987148467,3.838302810512515e-7,2.166297366666668,FALSE
