a,b,c,x_dist,x_mu,x_sigma,z_discrete,z_discrete_dist,z_n,e_dist,e_df,e_sigma,n,model,statistics,pvalue,effect_size,answer
-1.4728360888548195,0.4144157306291163,1.2330713453702629,normal,0,0.3,TRUE,discrete_uniform,10,normal,NA,1,50,higher order,5.446313773053558,0.0012252428311954697,1.3246586485803662,FALSE
-1.9466658309102058,0.8670983389019966,1.9073061980307102,uniform,0,0.6,TRUE,discrete_uniform,4,normal,NA,0.25,50,higher order,181.30664335741494,2.5695740632251113e-26,54.10052185186777,TRUE
-0.03970518987625837,-0.8983412850648165,1.2704076073132455,lognormal,0,0.6,FALSE,discrete_uniform,7,normal,NA,0.25,100,higher order,32.18876615306638,7.915454642832521e-17,2.4714545823647818,FALSE
2.3094700388610363,0.7328476854600012,1.7887691697105765,normal,0,0.3,FALSE,discrete_uniform,9,normal,NA,0.5,100,higher order,451.0369534872954,5.729125298313215e-60,8.24075611473678,TRUE
2.4470124822109938,0.9538024300709367,1.5381942628882825,normal,0,0.3,TRUE,discrete_uniform,3,normal,NA,1,300,higher order,102.0079338179447,2.810001565440105e-45,2.9804141253825605,TRUE
1.9944916698150337,1.0734266652725637,0.7603444620035589,lognormal,0,0.6,TRUE,discrete_uniform,9,normal,NA,2,300,higher order,6.508863550371822,4.967649924789209e-5,0.7794065701048851,FALSE
-0.6588194891810417,1.007947234902531,0.08525225520133972,normal,0,0.3,FALSE,discrete_uniform,8,normal,NA,0.25,100,higher order,64.3542026117416,5.718657074354596e-26,4.359265854867968,TRUE
-0.0557827390730381,0.6258796434849501,0.42333629820495844,uniform,0,0.6,FALSE,discrete_uniform,8,normal,NA,1,100,higher order,4.437088666058342,0.0025103470018637214,0.13829049120077516,FALSE
0.40549900755286217,-0.9826803300529718,0.007196594029664993,normal,0,0.3,FALSE,discrete_uniform,5,normal,NA,2,100,higher order,4.789521915484183,0.0014750566784613086,0.04141169339117837,FALSE
1.490180891007185,-2.5673368368297815,0.7975879088044167,uniform,0,0.6,FALSE,discrete_uniform,4,normal,NA,0.5,100,higher order,65.37104921616249,3.3572535303687967e-26,9.484407458248468,TRUE
0.1329618114978075,-2.771579207852483,0.1373409410007298,normal,0,0.3,FALSE,discrete_uniform,10,normal,NA,0.5,300,higher order,406.69407641526686,3.142597182824182e-118,4.887802818994012,TRUE
-2.849501580465585,-1.254149949643761,0.8898641732521355,normal,0,0.3,TRUE,discrete_uniform,3,normal,NA,0.5,300,higher order,81.58352432523036,1.9984718605683542e-38,11.308219446538978,TRUE
-2.737192184664309,1.7175274989567697,1.3208769271150231,neglognormal,0,0.6,FALSE,discrete_uniform,5,normal,NA,2,50,higher order,6.192525127061377,5.007280741391875e-4,0.6668304682229907,TRUE
1.8534223507158458,-2.5346790575422347,0.6112841707654297,lognormal,0,0.6,TRUE,discrete_uniform,8,normal,NA,1,50,higher order,1.575565715805832,0.19804857461829145,7.073246801154034,FALSE
0.9074132773093879,-2.7903038542717695,0.8999541886150837,normal,0,0.3,TRUE,discrete_uniform,10,normal,NA,0.25,100,higher order,71.98033836944818,1.2125236035936877e-27,12.689812044531061,TRUE
